sector,urban,admin2,draw_1,draw_2,draw_3,draw_4,draw_5,draw_6,draw_7,draw_8,draw_9,draw_10,draw_11,draw_12,draw_13,draw_14,draw_15,draw_16,draw_17,draw_18,draw_19,draw_20,draw_21,draw_22,draw_23,draw_24,draw_25,draw_26,draw_27,draw_28,draw_29,draw_30,draw_31,draw_32,draw_33,draw_34,draw_35,draw_36,draw_37,draw_38,draw_39,draw_40,draw_41,draw_42,draw_43,draw_44,draw_45,draw_46,draw_47,draw_48,draw_49,draw_50,draw_51,draw_52,draw_53,draw_54,draw_55,draw_56,draw_57,draw_58,draw_59,draw_60,draw_61,draw_62,draw_63,draw_64,draw_65,draw_66,draw_67,draw_68,draw_69,draw_70,draw_71,draw_72,draw_73,draw_74,draw_75,draw_76,draw_77,draw_78,draw_79,draw_80,draw_81,draw_82,draw_83,draw_84,draw_85,draw_86,draw_87,draw_88,draw_89,draw_90,draw_91,draw_92,draw_93,draw_94,draw_95,draw_96,draw_97,draw_98,draw_99,draw_100
agri_aqua,rural,Rufisque,246686,170810,118792,478849,148205,67069,178345,122487,364667,237885,164875,320850,214622,223819,157111,94925,82845,212229,133824,111104,167893,145549,174348,172322,176933,351182,99040,135704,102126,157642,108901,298418,180205,88300,63249,261380,169281,127865,168744,208116,217385,201185,115312,148816,201569,124410,189269,76925,186828,137948,113817,302471,189923,128933,283016,91441,231618,76154,218616,166674,135547,200841,277943,403439,341697,225414,253693,286453,289932,242979,75468,340527,157744,211858,277208,145039,197196,151090,176546,273854,76716,138962,305908,82554,155698,165886,99791,217498,242946,234842,103453,176171,122775,341584,260706,124877,81110,106088,147138,220483
livestock,rural,Rufisque,117759,144699,176783,170734,81385,133432,145764,99427,115483,102934,112198,227081,97347,129430,149398,166349,94566,119370,110422,86170,157780,95408,139114,91872,116720,206730,101490,96485,129202,137464,115583,96123,83878,134177,55264,203948,221195,263032,113629,268641,147083,253774,96940,75790,99883,169913,113275,71104,163263,388508,125509,223621,135207,124738,142183,180510,181816,103126,112365,128050,143663,146059,120831,245966,86756,141059,167841,273146,123989,255462,95763,217012,113548,154050,148528,186292,182978,228646,72785,193499,147589,136338,74332,130819,69252,199856,136444,186348,141835,179206,291254,85792,238206,91217,202349,160995,196760,148132,152677,243278
professional,rural,Rufisque,663211,489749,470734,466561,522364,431653,588439,630525,485047,591537,483536,727558,529664,540367,650837,680723,610610,602378,655824,552936,530358,441003,494914,536972,530220,685125,548009,624076,575505,526733,529944,534343,597749,537136,584985,375378,532773,574243,405923,481421,662613,652014,486165,718908,662088,584392,691748,518805,508353,647234,612180,499857,695281,602198,513091,464682,605473,566073,498770,660515,624106,762422,492843,636487,502229,508170,520467,636337,495033,606207,752471,513948,780427,641361,522702,489623,539859,570835,523356,641405,610954,503266,499673,829601,532830,573282,655871,675814,597959,573287,595924,597129,500663,550265,495258,647496,662341,538314,513220,549318
services,rural,Rufisque,321102,307077,369297,393137,323369,281541,371151,377421,352201,430592,445890,459599,387561,258613,410197,391270,518503,312001,281375,469474,405065,515548,434049,370539,274033,447067,467206,472461,367988,442710,381825,440037,386966,493501,644097,369838,424933,332401,331850,320742,404757,374871,290504,445056,312134,452213,348992,394235,491594,424512,399789,358022,433151,288420,527964,472273,436569,331683,419158,315826,499554,448409,404625,421977,272091,287024,358691,341896,356106,432681,404375,467095,384841,465955,366154,394610,618437,381113,548449,495789,401699,310245,427463,500503,391708,408289,487105,419322,385028,368009,424294,493917,363615,327636,370038,550313,456408,431393,425807,513227
small_business,rural,Rufisque,181320,212549,190331,169083,164508,148642,170966,202900,179616,151491,155078,145430,171057,197591,142904,156315,202129,155102,199736,171657,136349,160072,215113,179237,200828,199381,196141,176395,216863,182196,163647,176535,186305,218888,193883,153606,150898,173368,173611,165257,185888,166326,181040,147878,179320,186405,166349,197372,183189,195685,184983,135762,208709,170359,206275,166335,186095,185247,162960,142189,179083,156415,204307,215408,180527,173366,213111,201015,215496,173332,161680,187933,162641,187187,140404,182215,133218,175623,196187,186785,194996,146744,180534,184037,185723,152010,200739,203651,202838,198082,206030,182907,171230,192663,233255,164396,168162,159979,177173,171897
trades,rural,Rufisque,730115,600649,525419,640369,724848,693141,672968,634606,590231,668658,552464,520694,559891,630602,541458,642513,664226,664352,659739,620238,746048,630259,493593,577475,653224,688071,622911,577959,683373,694889,635890,507631,713961,584474,572793,580377,619590,543531,574033,676183,774149,773101,682433,576387,632825,582753,712879,694262,625030,721857,612736,477529,681386,589194,627778,498631,657517,723785,673509,663945,487067,548556,473109,823600,632143,625962,705452,632603,460779,659029,744286,706701,666682,609139,601868,500468,579289,768259,590679,645131,691023,582014,535606,621435,727031,744159,838215,716584,586518,787847,575041,679450,642544,630643,667785,630614,599587,487173,665292,625126
agri_aqua,urban,Dakar,399142,433143,84858,230088,63768,328945,156286,182329,223227,298152,383167,295148,69663,320970,163715,65431,235841,176782,118972,253504,149801,182562,482490,550007,328322,94540,130573,440696,162049,305739,169745,122226,65779,250979,250141,465497,141360,155878,141386,301819,127672,389822,170528,208386,262652,435931,46338,95040,471988,97275,119729,195936,118814,189441,336625,199992,131365,368193,513118,238274,372197,496619,47966,159534,501423,88374,89352,402907,125341,192907,250994,61834,173596,209591,144670,56578,562992,264513,259940,78709,167246,232731,416974,82067,123482,92718,69624,262011,184738,1175689,350150,347112,159943,156476,33253,361764,368255,52672,70563,241165
agri_aqua,urban,Pikine,137410,58301,302656,55779,34500,104762,87905,18694,69317,36427,116278,94260,43086,69394,59850,75336,19171,70365,37053,39979,97208,81840,33283,227180,21602,181724,21214,64271,54401,28851,61189,181367,23923,167481,27885,87051,22612,52561,87219,14378,192355,54956,134034,18563,135877,54081,186951,54898,132848,141710,142459,72915,140106,208131,153216,86023,187886,134107,38009,33235,35113,33798,49126,160551,76790,264455,19878,30277,93359,76596,83717,52827,86277,27376,56579,17664,73055,36018,47577,82296,31855,102075,33908,29454,49542,33096,76819,23134,91615,35331,101302,105948,36267,51480,15644,36749,32881,41982,50464,28757
agri_aqua,urban,Rufisque,171904,92029,109790,106288,137279,160318,261559,80462,44928,107799,237534,117947,105426,80227,113193,115685,38161,90094,65870,64743,334838,265090,280590,289103,90251,181762,324838,42242,125159,67697,61869,187361,95906,179837,155278,125429,162543,101769,448763,207125,108465,190329,145952,294984,40196,203353,338377,712107,93577,205688,119758,101474,130836,200184,105748,233774,287078,128986,113907,46895,111221,65177,342935,32375,21632,356958,157655,112215,49737,87344,75610,139092,125384,138239,75324,67042,29604,191518,142064,58590,135662,88403,74755,250063,155248,178746,131153,125533,55955,135137,96103,155472,313267,64942,35558,47687,141236,58906,70763,210080
livestock,urban,Dakar,84336,54120,57165,93508,49168,96946,164361,49275,76706,238797,137817,87880,64138,158721,113853,49957,35892,57381,80714,54897,44302,165790,48805,73719,32027,58630,44008,37860,77407,31505,100896,110260,89390,69972,31203,82560,140596,124225,73971,95379,64224,57672,110734,91838,46325,91958,49470,97571,62680,50633,67161,66207,108717,108789,59999,96387,76483,26347,49300,133032,73787,104846,69017,85271,73961,78128,85316,94907,40577,70446,122879,81904,52222,33550,74785,141887,129353,67930,72431,114841,56241,68613,64915,26760,66494,91441,81254,41860,137898,62688,76653,70384,29284,61428,128172,85748,48454,86882,97125,62695
livestock,urban,Guediawaye,55881,51561,209920,367103,35348,75492,292682,96371,90912,400768,83476,71718,109597,96402,77732,79368,120463,103147,48270,41876,204400,64583,49873,116127,84070,122188,21111,36024,132755,130631,131726,108270,407598,220562,65077,45052,61369,146319,117189,92033,85507,66587,210762,62621,181154,70983,57622,97003,262520,82161,81280,144924,99781,136618,188248,68437,80150,48549,174670,47927,130539,43018,57519,42109,43142,44884,124191,127767,45756,59689,81731,93104,97979,52703,79571,75722,69534,89683,84774,85143,91569,195898,74615,123822,77059,92576,53716,100754,100052,60611,73860,84237,80584,95940,149417,110810,48106,139849,150265,124572
livestock,urban,Pikine,129791,154392,116007,181644,189272,168610,157720,313637,183338,147459,90746,128445,131837,130138,118083,175377,185554,132939,106459,90023,349288,106003,165926,179518,221068,142912,133016,168960,222163,220500,126911,195663,101784,223413,166831,163149,88715,168106,403025,127937,147225,174868,160579,166946,166938,159575,147568,163418,184083,155654,133438,174191,192180,302985,213568,138902,123942,132535,191672,216758,135855,101211,157760,133244,95166,105175,180801,214044,151879,169215,185827,135994,189682,144043,88222,205245,265990,211754,74125,219738,117698,185086,242213,130031,209233,127441,182032,143544,157128,163965,158838,196689,180612,165763,158680,120894,113192,182357,107499,284441
livestock,urban,Rufisque,66394,45469,84719,79193,135214,155247,89051,250050,64916,58298,56968,132182,29718,84389,67370,56143,171594,88212,59386,53636,94126,54577,77541,78335,53337,93423,46415,67216,58308,84168,176184,49293,70408,115944,122931,82682,66709,139544,187098,79180,107499,83209,96577,118223,57626,61068,101493,90233,75257,77242,103158,82274,106876,75073,154099,104387,73130,81210,148214,101404,103637,71991,73521,81956,93796,51806,128396,64926,113056,36573,57842,98128,84198,82882,55847,67903,97734,120875,71298,124271,39339,57747,102358,165273,90532,76301,98229,42997,117798,93260,107220,80402,89905,84561,133984,85527,89599,131609,51784,38639
professional,urban,Dakar,1269061,1375767,1084624,1182627,1074308,1297137,1169350,1256905,1171911,1396614,1158867,1336511,1292616,1099367,1137741,1287952,1453465,1139654,1082580,1355663,1249921,1178826,1307743,1102752,1259608,1199574,1381479,1280973,1303696,1410737,1393643,1270137,1201287,1177134,1252874,1303112,1216837,1321597,1218555,1334322,1261026,1497186,1308586,1350422,1211864,1211027,1353288,1193009,1113474,1091544,1429254,1347231,1154543,1245541,1404132,1425433,1240030,1207957,1091734,1401901,1417385,1215782,1172111,1250983,1329348,1235995,1199971,1032048,1180209,1160698,1257900,1257631,1253521,1326274,1259104,1175547,1249905,1305658,1128572,1236753,1167460,1316027,1222774,1338057,1289436,1308955,1298702,1100967,1259543,1276383,1335770,1323678,1337780,1222627,1243738,1215098,1281490,1232059,1088568,1214004
professional,urban,Guediawaye,644163,660927,703660,542125,681814,615925,936977,947134,845820,614874,702653,683466,842285,812926,547396,870321,569405,831870,690377,794146,623110,740739,610025,616884,536526,499730,569828,854922,738654,798065,608262,543411,876087,794884,1227533,639516,631645,623664,709674,695067,738544,512135,588327,1002886,819904,1133822,546894,677894,674740,822295,607326,587609,498789,915735,725735,836177,920127,1159478,634421,738918,402458,634068,762610,703898,809791,685274,747703,707980,739784,894283,548474,591376,647210,763511,788756,748102,878599,754716,687123,714987,1000903,639243,608196,767155,483479,711056,628553,759591,663776,758048,761887,740056,731372,890525,774642,859722,702036,720420,765078,862047
professional,urban,Pikine,601993,546394,638341,590308,561415,631476,504135,544300,636097,600068,643408,628730,717675,661592,626016,592476,635402,727843,665884,655359,582649,696707,520061,623861,693557,621832,623599,582455,695880,649023,597138,615508,580839,648408,548750,664658,690692,617872,612601,534310,577076,673482,646736,629467,657048,530330,646385,596861,611615,660514,546333,634547,613734,673079,676520,567308,565526,624315,665006,649963,630389,572240,628524,629754,651049,662029,614182,588427,681811,574748,556311,616391,629187,605207,635980,585890,627070,604309,636323,612955,652942,612765,550061,601484,583633,655412,616917,640529,601534,580866,670167,568326,566611,590016,591071,595140,626629,614474,640375,671443
professional,urban,Rufisque,1012827,1152011,868416,1252545,1114595,960872,1234587,956227,1081349,1197114,997086,918166,1131870,853965,891003,1146680,1091757,1218444,874726,1032833,1109841,968955,1150122,1131673,794325,737950,1226610,1051269,733939,1278118,898359,943445,884149,1145718,1141898,1167577,1143097,1451943,895763,1075056,745988,881542,1122912,1103429,830131,978519,907736,989751,823466,1054616,1060227,1223087,1051921,1220577,1117379,1112087,1016852,1025680,1274757,1122601,704452,679787,1060038,1132416,1172050,876816,878522,770849,1107348,850949,903303,987110,881773,911871,966826,793153,1195234,1105550,991834,982640,906529,930076,961648,1137805,955552,831998,1028469,926919,835968,866970,1138591,1059567,1027837,954351,1057853,1024397,1382244,968304,778911,1282568
services,urban,Dakar,816374,755399,637148,653476,760375,788702,644018,798400,683712,616878,767110,747802,753158,764742,672669,775992,679691,721801,650599,715686,684752,661990,691585,718850,626196,786753,683359,676931,709066,700756,753715,625746,652494,730057,693615,670433,788420,648675,747746,692198,700935,754114,696393,700500,675246,655422,670174,683028,621550,688410,674516,695289,640864,670599,644044,667041,663307,775316,730291,751430,712263,696848,685796,805468,719317,732105,684392,707260,732587,791256,649964,680759,674173,694057,729753,696466,681504,657369,743172,708557,674294,668119,720003,769446,780954,707230,757360,678061,745843,650144,772886,705052,686042,670173,652120,700577,777751,661995,723994,669672
services,urban,Guediawaye,792486,763900,859264,1064807,662031,893001,685735,448630,834256,942370,801745,742267,751798,781220,606794,730877,769099,786165,541317,850536,527183,679348,791133,775684,625521,680977,878887,505483,828653,619051,880896,839420,788752,872640,652080,630862,582012,616191,846531,777635,600070,536661,756920,725084,595210,729841,548289,734252,817619,816825,759942,704509,840839,816577,676933,616292,624571,652416,911783,635877,808797,857268,908532,610580,769201,629809,843026,752749,666558,754012,795538,742938,962609,776477,681251,566210,730378,1114591,602034,679045,668054,994876,553097,709120,884362,911286,827535,677220,645939,782829,554423,721674,842150,699201,528371,643778,626689,653056,662051,962012
services,urban,Pikine,668846,703309,636850,790085,664394,603959,567524,575377,599564,690195,559098,557914,573357,587521,580544,667364,587289,530509,630942,551875,635624,614190,692959,603739,597331,602727,648836,671504,675968,497976,681642,684494,710116,579388,634382,569098,703768,655177,651833,536208,601627,617552,567566,587169,594855,583038,596031,656019,669893,609493,666808,564245,623468,704138,653132,627297,655683,653858,634219,605176,624462,637730,696339,677297,596200,707499,575781,603002,564523,642932,632857,625750,632009,709564,639191,671385,639682,630556,610964,565911,616403,646949,576154,669324,586295,575699,721450,560004,685324,681579,692367,585516,693363,611355,610942,571749,525872,620116,614571,653548
services,urban,Rufisque,486345,607036,566944,472078,667400,461523,474837,457849,601094,706055,653742,601627,713214,523367,626227,490385,524377,738577,470391,818915,725087,655161,506998,529818,606724,509961,628369,452543,624659,605958,664046,533909,841832,557495,610940,458770,571413,785723,654768,499688,733591,536126,557725,525382,621198,611444,540336,689481,620997,575271,573156,678329,625010,738852,615601,631138,558716,444172,689573,558949,637461,553270,597791,621099,769722,582609,736266,781939,544546,527360,496945,549114,664337,722190,529817,567409,480474,635461,574453,453010,446790,589450,473933,588737,759558,602146,421093,660501,425649,672886,690675,696082,491245,543055,471264,443856,688864,504118,456292,523296
small_business,urban,Dakar,408432,381382,400240,352881,351758,399252,434470,411508,351790,358938,423448,363532,308796,423459,359934,391786,401783,419454,421098,349710,351069,355897,392907,394861,411458,387182,358520,336994,412823,360926,466000,382465,395421,403034,387897,357491,356379,436322,367320,384900,321470,398810,430176,342176,367828,410073,399924,353464,427082,390203,330742,371277,346078,446894,413337,370654,356074,443697,416259,459058,437556,338311,398391,375689,477659,366520,326044,358949,370290,366011,386896,401891,406810,361080,367535,377297,368051,382124,358850,430490,355855,396775,408660,357818,407093,355770,386597,459733,305029,437361,373571,436364,379828,478582,436832,445748,375930,414516,401258,420057
small_business,urban,Guediawaye,250445,345894,446982,403019,508452,259803,337443,479189,337078,311922,316443,391395,205170,337516,343046,318512,408708,342941,316827,478772,308444,388660,278689,415398,358864,296646,363828,286250,362606,502212,299649,358028,310456,369934,496031,366962,336329,260785,232574,190700,424085,268462,311572,328972,469588,423225,479580,338175,365622,319527,367532,427105,362169,449825,397591,312686,297540,403810,469751,395474,335807,405889,326997,394206,356968,387738,356794,454964,368331,320173,328140,427259,467248,453615,358074,372474,401279,305259,358799,351934,253604,264949,315377,422815,551127,393245,295144,455375,371961,431686,326786,405318,191443,418454,389435,372334,380702,329521,306201,310746
small_business,urban,Pikine,278210,291334,215144,271388,276624,273562,237143,250883,254109,236964,234492,275911,247015,293214,221650,230237,262042,294327,255534,219197,219897,227008,239812,243972,216195,237486,258510,256440,251485,245576,257209,244265,248290,285203,246596,231985,232259,219914,221782,230657,247310,247999,233824,288194,258978,261299,247370,220353,288516,231327,279933,221260,229755,288011,265463,248988,296038,238517,273518,238101,254551,203630,249784,306532,231680,232310,248644,242108,248508,216336,229470,255332,251636,246076,239700,247685,252530,233746,218764,234315,276556,269125,261437,225473,233135,264248,268924,273324,220340,235300,235579,215508,257027,260886,269622,259995,246655,310151,241651,249833
small_business,urban,Rufisque,251680,245808,243172,180519,220800,207371,263007,219367,226039,211588,263376,268804,185742,218392,269368,234177,328003,205652,167204,213466,258014,257892,206098,226110,227599,242690,226420,183026,247533,216402,175000,233543,214857,254619,260801,256372,224266,227421,209019,225610,248007,206355,358706,253851,233706,226613,301800,193064,299906,321527,206276,233995,175554,307899,253700,224307,248606,251430,223499,307553,356333,224311,194174,241328,252174,187711,248048,247211,268943,230117,204666,235295,208226,264480,229376,287745,180084,306584,194798,287503,277415,267970,244954,212975,210990,213520,200063,168803,188517,248858,329316,252329,209641,180577,238243,257118,196192,226566,226477,312114
trades,urban,Dakar,870215,1035481,1092093,861818,1107627,1026012,943989,1158956,937646,921812,945659,917350,1024357,1015987,1054626,1152496,870533,1212176,1065012,1114681,1052085,1490545,825626,1044761,1011801,990786,759557,854992,1138854,1052772,1022065,1063735,1118281,944714,1024745,1096316,1122175,918455,1037508,840136,733268,1006683,1161664,1010629,1221574,874944,842188,1121973,993649,1095141,1208954,998826,1030838,1193346,708861,1107763,915860,840852,974548,1261995,858501,871313,1029991,933667,894680,962252,770295,1422795,1048825,836969,1018402,811792,872330,960525,1060363,870882,1266807,1087106,853099,1002166,1026702,915759,889609,1239193,1193206,1084285,968791,984814,919084,1043028,1026977,914117,1136750,1199937,1100727,976083,1005416,998499,988045,907320
trades,urban,Guediawaye,820796,545175,437155,642237,346645,300287,518731,448809,720797,588228,1054331,686542,477758,602318,539976,760002,551783,422375,406597,454506,789753,760428,661223,352948,827144,726528,642459,675963,747217,684375,712778,421678,661097,489160,511165,427079,571368,664450,684678,450541,533553,530302,694622,352194,746255,506397,524896,480974,554989,476682,506841,687994,336593,546228,330240,461234,586254,423205,463609,349333,393103,330399,439866,497626,891774,482087,673426,587844,513937,346121,801510,379620,631123,358365,631611,594708,352389,352705,668168,615873,505402,591509,399293,660633,351050,473896,329598,633510,365937,519999,827380,618959,495727,636117,474719,878430,1018449,769589,603802,492372
trades,urban,Pikine,777712,822994,785097,651238,799567,659635,763599,779626,723520,687284,874369,759586,763365,681274,735244,702786,758296,731979,753912,679495,681599,682222,726446,733550,736492,905318,740568,721892,758704,774509,691209,736641,828936,794462,809301,727800,782090,826479,741972,810785,756754,585616,799672,752218,766024,793882,780470,755591,740314,741603,766882,735002,744017,735013,754494,678413,793444,756102,645573,762739,651886,727492,794577,760722,617435,816379,774853,856167,857928,735021,736021,773359,790737,845360,685568,742776,805181,826579,740399,758199,718210,721602,630369,709522,853253,791601,686371,775629,711823,843734,693985,781647,741282,811952,734584,802089,728926,738364,774432,726745
trades,urban,Rufisque,780975,659844,585226,516732,533410,556761,583831,740733,691798,586084,516060,905629,481630,541294,494095,748078,833236,547979,596292,715390,655491,651896,684775,829429,604432,574017,692193,602865,620242,584087,724489,536473,580955,726479,642573,915719,503880,628152,630672,676052,807198,540543,640930,771664,878537,485417,720834,626722,475880,542759,513554,612169,603865,478433,665133,586890,678204,565207,527495,561007,528513,550227,590168,492689,576080,584226,760947,520562,618385,518565,533625,600469,493695,638489,639784,601604,552082,648449,673173,628798,472320,655987,665533,626819,840749,697757,641599,776587,569026,639161,564323,624849,603021,602530,702898,714711,672917,740540,536268,524292
