sector,urban,admin,pred_med,pred_80lb,pred_80ub,pred_90lb,pred_90ub
small_business,rural,Louga,132388.5,105932.2,163740.90000000002,99773.55,173501.69999999998
small_business,rural,M.backe,43896.5,35588.299999999996,54164.1,33400.6,56855.25
small_business,rural,M.bour,136014.5,113811.5,163360.1,107128.55,172973.85
small_business,rural,Malem.Hoddar,120285,90445.9,153914,84667.65,166104.80000000002
small_business,rural,Matam,203049,152230.30000000002,271473,141360.6,289368.2
small_business,rural,Medina.Yoro.Foulah,156913.5,110757.79999999999,221044,99364.9,243567.6
small_business,rural,Nioro,156655.5,131453.6,184222.6,126570.95,193720
small_business,rural,Oussouye,251269,170238.5,372103.10000000003,153460.75,416323.39999999997
small_business,rural,Podor,93016.5,73589.09999999999,117347.5,68828.3,125984
small_business,rural,Ranerou,190241,131883.19999999998,281632.9,120095.4,324856.35
small_business,rural,Rufisque,177793,151061.9,212982.90000000002,142742.35,222228.35
small_business,rural,Saint.Louis,119221,93932.59999999999,150033.5,86490.35,163567.69999999998
small_business,rural,Salemata,108559,77788.90000000001,149507,71519.5,161206
small_business,rural,Saraya,162538.5,136951.9,188865.8,132200.35,197860.55
small_business,rural,Sedhiou,181563,145049.2,225824.9,138205.8,238654.8
small_business,rural,Tambacounda,148965,125268.20000000001,176744.3,119080.20000000001,186894.59999999998
small_business,rural,Thies,153712.5,127109.90000000001,192694.4,120179,204769.84999999998
small_business,rural,Tivaouane,178854,150617.5,218653.80000000002,138635.75,233126.4
small_business,rural,Velingara,201704,164709.5,251360.80000000002,154630.9,265027.5
small_business,rural,Ziguinchor,142869.5,111116.8,180975.80000000002,103646.65000000001,196873.2
small_business,urban,Bakel,227245.5,171221.1,303951.3,155782.8,332686.75
small_business,urban,Bambey,142424.5,111973,178532.1,105527,190038.24999999997
small_business,urban,Bignona,179266,129826.2,234926.69999999998,119181.45,253207.55
small_business,urban,Birkelane,347187.5,239945.19999999998,510872.10000000003,212162.3,564997.25
small_business,urban,Bounkiling,245533.5,194924.8,312386.5,179846.44999999998,332972.1
small_business,urban,Dagana,74281,58349.9,92299.1,55547.9,98793.84999999999
small_business,urban,Dakar,391773.5,344596,437174.00000000006,333615.75,455165.8499999999
small_business,urban,Diourbel,143232.5,125255.3,162129.1,120762.1,167229.15
small_business,urban,Fatick,119271.5,96237.6,149083.6,90593.5,160648.55000000002
small_business,urban,Foundiougne,192042.5,163604.8,227000,155953.55,237987.69999999998
small_business,urban,Gossas,247768,183691.59999999998,336509.10000000003,168003.1,367582.4499999999
small_business,urban,Goudiry,211695,151379.5,307172.80000000005,133211.75,341439.8
small_business,urban,Goudomp,186649.5,143862.9,237404.7,134183.55000000002,256646.69999999992
small_business,urban,Guediawaye,357494.5,276178.5,463813.3,254325.5,495927.9
small_business,urban,Guinguineo,140241.5,103998.3,191743.2,94442.59999999999,205503.84999999998
small_business,urban,Kaffrine,179915.5,154300.80000000002,209266.80000000002,148796.85,218435.05
small_business,urban,Kanel,142754.5,111914.7,183965.6,104274.3,197940.24999999997
small_business,urban,Kaolack,216904,190558,248406.90000000002,184091.25,256181.45
small_business,urban,Kebemer,153829.5,124273.5,195012.6,117108.85,208793.15
small_business,urban,Kedougou,234131,203048.5,268560.1,193646.95,275675.95
small_business,urban,Kolda,175198.5,148462.69999999998,209514.3,142233.5,217672.25
small_business,urban,Koungheul,220339.5,171828.7,277962,160417.4,298745.39999999997
small_business,urban,Koupentoum,190632,134807.5,264576.60000000003,121497.6,289294.85
small_business,urban,Linguere,153060,125587.7,183009.5,120539.5,192931.85
small_business,urban,Louga,238941,202280.4,282578.7,193221.05,296622.05
small_business,urban,M.backe,53735.5,40716.4,68428.90000000001,38450.75,73213.59999999999
small_business,urban,M.bour,202188,171494,240631.3,161131,255730.8
small_business,urban,Malem.Hoddar,153628,113331.1,207695.7,104444.1,234909.69999999998
small_business,urban,Matam,354873.5,277373.5,457992.5,257919.35,497460.44999999995
small_business,urban,Nioro,199083.5,149738.5,260244.30000000005,132700.6,280242.39999999997
small_business,urban,Pikine,250107,219830.69999999998,283254.2,211416.6,292456.45
small_business,urban,Podor,116150,87823.2,156744.8,81071.05,169287.89999999997
small_business,urban,Rufisque,233771,189260.90000000002,289336.5,179529.75,305653.85
small_business,urban,Saint.Louis,157152,128613.6,188619.40000000002,120313.75,199280.84999999995
small_business,urban,Salemata,149304.5,101845.70000000001,220830.2,91899.25000000001,245806.24999999994
small_business,urban,Sedhiou,285152.5,235835.40000000002,341642.10000000003,221957.4,362515.74999999994
small_business,urban,Tambacounda,190482,161057.1,223038,153547.15,232496.94999999992
small_business,urban,Thies,248985.5,206569.5,298198.7,196623.95,316658.69999999995
small_business,urban,Tivaouane,267982.5,210995.69999999998,340585.8,197754.69999999998,362713.3
small_business,urban,Velingara,218778,177018.2,277099.9,167891.69999999998,293964.5
small_business,urban,Ziguinchor,212153.5,179766.5,248531.30000000002,171221.6,258782.7
trades,rural,Bakel,393968.5,292065.3,553280.1000000001,264198.75,603426.2
trades,rural,Bambey,331036.5,225581.1,471819.80000000005,194425,524555.4999999999
trades,rural,Bignona,289758.5,229995.09999999998,362274.4,217858.65,388228.1499999999
trades,rural,Birkelane,261900,183051.7,381887.1000000001,165366.85,430618.2
trades,rural,Bounkiling,268712,208451,341162.7,197070.75,359785.25
trades,rural,Dagana,265386,201297.4,342067.30000000005,188934.30000000002,371211.29999999993
trades,rural,Diourbel,280410.5,218579.1,369773.7,201811.90000000002,411442.44999999995
trades,rural,Fatick,205115,162163.7,259437.10000000003,152976,276595.95
trades,rural,Foundiougne,347007,268685.39999999997,431682.19999999995,247983,464789.7499999998
trades,rural,Gossas,330934,225107.5,453364.9,203530,498064.8
trades,rural,Goudiry,288561.5,206410.6,397467.4,181292.7,455576.1499999999
trades,rural,Goudomp,305213,237206.90000000002,384784.2,220308.5,409944.5499999999
trades,rural,Guinguineo,213391.5,142140.5,309029.6,124619,351035.39999999985
trades,rural,Kaffrine,286135,201896.5,398706.30000000005,181776.84999999998,437191.55
trades,rural,Kanel,219318,158368.9,291564.69999999995,144476.6,317494.39999999997
trades,rural,Kaolack,426004,338741.19999999995,525279.9,321428.44999999995,556412.65
trades,rural,Kebemer,322831,243551.3,426729.80000000005,229287.35,462375.6
trades,rural,Kedougou,368069,264511.10000000003,489606.6,243041.19999999998,530517.6499999999
trades,rural,Kolda,208196.5,159743.40000000002,272844,148134.6,296190.35000000003
trades,rural,Koungheul,257286,187825.40000000002,353195.2,170701.15000000002,385591.75
trades,rural,Koupentoum,322521.5,227534.7,461954,201322.15,505731.19999999995
trades,rural,Linguere,302575,229518.7,398353.9,209108.3,430945.05
trades,rural,Louga,350520.5,269717,462444.1,243967.95,491605.39999999997
trades,rural,M.backe,312864,255885.2,384346.60000000003,241342.55,401057.24999999994
trades,rural,M.bour,376549,297690.6,475833.10000000003,277964.9,506886.1499999999
trades,rural,Malem.Hoddar,276655,188301.5,414134.5,166546.05,459562.7999999998
trades,rural,Matam,278503,198504.1,370676.7,186356.5,408844.6499999999
trades,rural,Medina.Yoro.Foulah,274692.5,188734.5,400267,168538.85,442490.19999999995
trades,rural,Nioro,252472.5,199490.09999999998,322125,185754.5,337789.64999999997
trades,rural,Oussouye,247611.5,175211.2,344557.19999999995,154879.75,371417.1
trades,rural,Podor,383291.5,295134.8,493061.5,274661.8,524129.9999999999
trades,rural,Rufisque,586168.5,504407.3,685048.8,482992.1,722164.45
trades,rural,Saint.Louis,328619,239978.5,439122.6,216493.4,479557.0499999998
trades,rural,Saraya,360023.5,257668.9,496971,236355.34999999998,550744.2
trades,rural,Sedhiou,289678.5,221701.80000000002,388431.6,207574.94999999998,416086.24999999994
trades,rural,Tambacounda,574924.5,472287.1,678766.9,436574.75,712329.5499999999
trades,rural,Thies,334906,267524.1,416025.9,251399.90000000002,439865.55
trades,rural,Tivaouane,477547.5,390614.80000000005,596087.3,367448.25,631085.25
trades,rural,Velingara,233808,175175.6,313535,163484.9,339486.94999999995
trades,rural,Ziguinchor,252895,181947.80000000002,353596.7,163235.6,384285.35
trades,urban,Bakel,629734.5,394544.8,1068822.5,338223.7,1233481.3499999999
trades,urban,Bignona,336606,246187.69999999998,476149.10000000003,227080.9,526880.9
trades,urban,Birkelane,425126,256852.3,735020.7000000001,215054.3,895101.7999999999
trades,urban,Bounkiling,609281.5,415980.4,864328,373250.85,950486.5499999997
trades,urban,Dagana,624610.5,529020.1,731198.8999999999,501375.6,767194.9
trades,urban,Dakar,1054627.5,877446.5,1247129.8,845943.25,1305400.45
trades,urban,Diourbel,584084.5,428011.10000000003,792000,388965.05,863284.0499999998
trades,urban,Fatick,273247,181818.7,406895.7,160465.15,458911.49999999994
trades,urban,Foundiougne,316281,246342.80000000002,442951.10000000003,225197.25,484708.2
trades,urban,Gossas,608404,364897.4,963898.0000000001,313792.8,1164752.5999999996
trades,urban,Goudiry,452041,290583.3,717236.0000000001,253528.05,825609.2999999999
trades,urban,Goudomp,568877.5,410393.39999999997,798882.9,374699.35,889114.85
trades,urban,Guediawaye,537760,391940.80000000005,759488.7000000001,347763.8,841930.7999999999
trades,urban,Guinguineo,336277.5,219694.4,533703.7000000001,193415.05,597338.3999999998
trades,urban,Kaffrine,518030,346903.89999999997,781494.2000000001,314753.80000000005,881971.5499999998
trades,urban,Kanel,338975,241623.4,464408.9,223587.25,505455.9999999999
trades,urban,Kaolack,662822,579478.3,754348.4,556213,793851.6
trades,urban,Kebemer,505028.5,321294.7,748745.4000000001,277339.95,853187.3999999998
trades,urban,Kedougou,830906.5,661951.4,1039896.4,620765,1126652.5999999999
trades,urban,Kolda,325009,255803,423652.6,235531.80000000002,449720.35
trades,urban,Koungheul,421720.5,275457.9,650044.6000000002,240408.05000000002,742872.3499999997
trades,urban,Koupentoum,570818,330303.5,941659.2000000001,275457.65,1126417.35
trades,urban,Linguere,393221,263033.3,578093.2000000001,236197.25,664155.45
trades,urban,Louga,801839.5,698113.3,919041.7,669427.1499999999,961408.3499999999
trades,urban,M.backe,474233.5,374199.1,608882.4,347211.5,661227.6
trades,urban,M.bour,876283,745582.9,1035195.2000000001,718335.6,1082288.4
trades,urban,Matam,462598.5,330256,654866.1000000001,294804.6,729506.8499999999
trades,urban,Nioro,499619.5,332334.10000000003,750007.4,284965.1,870634.95
trades,urban,Pikine,763349,693892.5,843383.3999999999,678816.6000000001,861482.6499999999
trades,urban,Podor,417203.5,243170.59999999998,687882.2000000001,205623.05000000002,772000.85
trades,urban,Rufisque,670648.5,552078.8,824771,527119,884181.7
trades,urban,Saint.Louis,571812.5,455839.10000000003,703348.5,434299.1,757831.4500000001
trades,urban,Sedhiou,619683.5,434650.10000000003,855841,393626.95,924721.0499999999
trades,urban,Tambacounda,685139,483795.2,944034.1000000001,445492.39999999997,1065128.3999999997
trades,urban,Thies,790850.5,666797.7000000001,930835.6,641014.55,968484.2
trades,urban,Tivaouane,864353,655535.6000000001,1135836.8,605697.75,1255019.6499999994
trades,urban,Velingara,508965.5,375553.3,655885.8,342950.2,711521.5999999999
trades,urban,Ziguinchor,379563.5,302286.10000000003,472865.5,285422.85,511583.59999999986
