sector,urban,admin,draw_1,draw_2,draw_3,draw_4,draw_5,draw_6,draw_7,draw_8,draw_9,draw_10,draw_11,draw_12,draw_13,draw_14,draw_15,draw_16,draw_17,draw_18,draw_19,draw_20,draw_21,draw_22,draw_23,draw_24,draw_25,draw_26,draw_27,draw_28,draw_29,draw_30,draw_31,draw_32,draw_33,draw_34,draw_35,draw_36,draw_37,draw_38,draw_39,draw_40,draw_41,draw_42,draw_43,draw_44,draw_45,draw_46,draw_47,draw_48,draw_49,draw_50,draw_51,draw_52,draw_53,draw_54,draw_55,draw_56,draw_57,draw_58,draw_59,draw_60,draw_61,draw_62,draw_63,draw_64,draw_65,draw_66,draw_67,draw_68,draw_69,draw_70,draw_71,draw_72,draw_73,draw_74,draw_75,draw_76,draw_77,draw_78,draw_79,draw_80,draw_81,draw_82,draw_83,draw_84,draw_85,draw_86,draw_87,draw_88,draw_89,draw_90,draw_91,draw_92,draw_93,draw_94,draw_95,draw_96,draw_97,draw_98,draw_99,draw_100
agri_aqua,rural,Bakel,68005,71638,68890,50181,23746,32790,36180,99227,65420,45721,71323,60084,87233,59860,48825,63939,59486,106902,83930,84837,46668,50006,68762,94091,64827,47802,89651,88030,50290,87881,64902,65700,84644,113981,55635,55286,80674,60458,41417,72297,75944,107875,68133,74450,84038,38343,58625,213788,58729,80243,58088,56272,54404,31176,56207,46002,51503,119799,49523,84991,71815,42457,94437,57992,46913,50924,49244,103859,76685,78026,51900,53422,41623,44168,76098,106684,60262,78435,54963,77479,60804,61326,95081,63634,105716,82163,159414,51897,37808,63962,86988,74681,52624,95077,52947,79815,60520,71919,80698,41439
agri_aqua,rural,Bambey,31063,34152,49971,41961,36219,46760,41238,31827,35563,59644,36913,24325,54364,55064,37547,30799,44192,53059,41324,46547,49249,41353,55839,36972,40483,51176,44203,40118,27245,66627,28161,61270,68888,55982,42956,33340,28631,61169,54511,34765,47524,26065,56247,46221,65632,25957,33199,27919,87174,40952,30950,31168,52695,43310,42517,32544,53490,37281,75233,49865,39178,25638,76170,55416,29647,41820,70968,44348,32553,29659,30185,30758,56412,32732,37850,27367,33550,34902,31788,36103,24554,39430,48395,40256,21020,34680,40791,30723,61100,49600,46275,34144,65510,47403,38431,40844,36757,32053,36751,42703
agri_aqua,rural,Bignona,69650,100690,39728,78504,67197,45065,93654,87204,100230,55072,56690,55719,89415,100614,70664,76311,53290,40462,55751,48193,67888,70822,82990,81377,105169,143022,90721,94406,41839,82303,57908,86961,42499,85161,55037,72752,88681,86446,68291,61692,57789,54745,87466,94493,71296,80265,79759,89691,96077,39550,46176,72963,64417,69869,35750,99284,27943,77083,79958,67141,53000,93672,75180,54568,98751,108911,83265,81285,84099,115166,83743,75577,48048,89020,66011,39071,50969,111956,68013,56242,75418,116762,111073,50500,64605,108582,58908,121482,91146,114930,61381,97060,82458,63977,93792,101457,62176,97400,67981,55027
agri_aqua,rural,Birkelane,96371,98421,70452,135103,78201,85183,101629,119215,106580,95905,109333,100655,63537,110192,144836,97284,95101,101517,78998,88316,106676,132977,83709,88223,113199,104296,102180,86293,156463,140669,108390,98618,125021,116193,101806,101686,99842,82864,121449,87221,105070,89512,105483,115869,124983,102302,85782,123953,92574,90335,115499,91815,78386,107729,78242,102181,128228,128299,97453,103605,93974,105110,67025,123052,76768,113548,75974,117417,97677,122085,76647,89184,74228,106019,81653,97697,118548,91827,105793,92497,112966,107423,104032,103383,102853,139676,98491,81260,109468,84412,120271,118015,106099,122018,109932,132541,91362,128512,134228,77853
agri_aqua,rural,Bounkiling,123336,147922,113308,115794,113024,122963,122096,82287,108009,95714,124350,107186,107900,116142,144429,112297,99685,85032,114234,97610,91567,125792,99373,115875,98783,101694,94022,114970,147648,102996,120902,82941,112740,115779,116130,158884,74393,102869,121563,107941,136000,109403,139660,142279,111640,127687,86872,114004,129526,92375,78553,150010,114501,113626,100302,111508,100696,85360,115670,103373,98467,124778,114760,99295,116887,106129,107161,92447,70294,119842,84972,62319,122116,104556,125907,126710,95454,72997,98839,97992,102908,131038,110394,107583,128368,75682,100803,93214,134149,94833,92203,103461,98690,135918,110572,84272,77192,89669,105300,120305
agri_aqua,rural,Dagana,156857,319072,368875,243792,219803,138426,164773,167901,118345,201069,134952,209586,191893,204467,158512,141304,169757,190118,210819,181020,284513,213642,334421,214142,289556,160324,245186,115594,177116,163592,225468,147582,178725,220470,222698,210118,150772,202220,239865,150009,170998,266716,137594,238117,221005,248916,220516,145845,218986,138301,161301,187601,188743,164636,198769,131324,150120,235985,267908,235639,213314,198078,196706,106206,204764,151728,159781,155181,225553,218052,206828,152967,169323,213768,278836,189118,196772,211818,239328,289839,166273,211582,151553,196869,184738,135443,234944,191858,200895,157503,193352,155529,126827,206328,134229,159043,147378,172073,208967,195609
agri_aqua,rural,Diourbel,47169,40929,42857,37012,36818,33218,36156,48615,35199,42509,30621,47722,34566,44595,53593,48211,42272,40512,34582,37844,63361,34802,53595,33335,30414,38639,46236,41392,33301,41261,39308,52699,35125,49056,42187,35525,58389,44273,37256,42606,43551,38663,27997,44051,55589,28443,41879,72946,39361,33454,39285,53130,44538,58749,55230,35594,40313,48704,45660,38659,32874,47844,48329,52612,46622,55544,38637,51538,50682,33693,37248,49238,41035,38246,37451,41361,43937,28226,49495,39588,40976,33455,54090,33873,46356,59996,34381,35823,37860,49827,44605,45927,36545,44270,47210,50150,39025,41194,53122,38899
agri_aqua,rural,Fatick,57751,43530,49711,53856,43929,60475,55130,49186,47886,66076,37742,43525,38681,67057,33898,51542,39073,39393,45221,31563,40199,45381,54392,48783,38690,46698,32452,33688,67282,40984,44169,44703,54658,49785,38424,49341,57563,37237,38046,47646,55884,45076,40414,45616,33540,34531,54660,48986,44327,47850,43314,36929,40927,47016,36216,34012,36853,40765,41230,42743,41518,30701,49943,46027,51083,52297,59027,43428,51012,53552,49433,43179,38925,36666,46085,49907,38479,38853,51046,42217,48022,43653,52792,45336,41677,52278,48077,45884,39944,47711,59953,42228,50438,39132,35844,49426,62354,43477,42303,44910
agri_aqua,rural,Foundiougne,185114,159403,185658,182378,164085,146109,157373,179768,180047,158776,184617,146004,213160,171650,168323,200863,181959,191760,178918,184656,147757,171914,177805,139745,175196,189096,149129,171257,181010,198938,169055,155208,208299,198421,195419,210941,219468,179672,138824,164411,143818,165951,178906,154338,182500,196278,181672,185113,145560,198503,163653,229788,191840,139834,176937,222805,180087,180910,183527,152051,157999,158158,170000,179588,146985,148178,167427,192060,176336,165080,162193,166699,164836,183393,205589,177837,150797,143264,192752,169694,171400,159635,187280,165286,148941,201716,210604,166118,173426,173352,187109,135873,184844,209436,190022,225275,170388,195706,171768,196088
agri_aqua,rural,Gossas,93953,100328,112453,91470,115247,91321,115795,75397,115154,105294,74153,167682,115763,95444,142182,97676,95854,173309,138839,98109,132302,110593,152766,98538,93563,114480,83277,87974,78736,171094,92156,111017,74553,111912,98496,97326,65599,185212,118117,65127,76405,161987,124909,83329,56110,144113,82512,89608,188193,157127,105207,101780,130116,127950,161327,131199,100596,118086,93617,134287,149643,201893,127732,92113,130371,65854,83899,186206,109493,109565,123927,97728,122159,128044,71653,113555,109812,129155,134877,83661,151721,89165,88087,82083,82412,131537,117676,77197,130192,147357,114531,110488,100438,143248,106051,93618,113552,125967,86121,94610
agri_aqua,rural,Goudiry,146666,125884,117209,228994,115500,170638,152480,146697,85878,157412,171308,112938,171006,241743,208228,128894,200175,188892,99029,102068,96856,154488,150408,244641,104522,130132,114030,113308,147661,114460,107609,224287,167421,111828,142826,112847,117099,140700,141354,102187,110934,174069,137854,175447,140549,125216,152148,72390,177376,196376,121346,96862,117825,129245,102287,144134,109607,140302,111065,133943,156606,146651,101793,178295,170016,168254,99686,127578,118357,120846,123285,106928,94550,106185,146404,105683,147954,130634,113776,184012,87445,108922,142195,113557,168495,84342,133113,157977,170010,161226,81828,173511,98606,171170,105740,81035,118420,147041,97896,127151
agri_aqua,rural,Goudomp,87534,85890,64923,78932,60744,103187,90078,86937,63315,72132,82565,75405,81390,62013,76397,90940,115417,67436,138625,104369,81237,79388,88663,110593,72271,58997,98176,87726,89843,87957,74066,62940,76768,90213,112107,93700,86777,89945,83527,63448,152549,100524,77919,77659,93978,75837,108481,96784,104133,67249,87992,74592,92701,56379,71347,69343,106376,86796,105759,99609,70569,96356,96586,95184,90899,62739,99518,51296,92427,85891,110790,83430,64946,77399,94683,118653,86200,63932,74585,75519,95147,69626,108274,103680,85306,65682,77169,90586,73446,73423,98628,61423,103498,106139,113109,88620,52592,68361,87354,73669
agri_aqua,rural,Guinguineo,118609,149430,180360,107986,109782,81613,102598,121109,118033,92730,121355,103050,131746,122594,126145,97164,255814,111540,145964,204696,123276,131382,95437,89847,99272,101237,148311,116714,108961,154326,96047,143088,87439,113661,94578,95850,87623,146604,116316,92228,85632,159958,93083,111569,114751,125885,159779,118872,102769,106461,117999,101098,93943,81345,156149,76433,190493,118092,75020,78240,181538,97230,108405,128820,140649,118637,117467,91296,72081,96121,106363,115174,124705,128204,120175,136582,98898,141670,83902,102297,121349,130202,140329,94287,158912,95171,94279,116785,98210,83784,158046,78134,82160,108018,93006,110174,111384,159247,109948,128580
agri_aqua,rural,Kaffrine,152009,129804,156753,104492,121774,119893,137964,124506,110096,98474,116678,134355,100238,154342,131619,107456,132581,158993,129446,119122,116850,130815,97314,119133,99266,116704,93989,128582,102431,108222,120595,117576,86641,121964,121694,94262,123177,135462,146037,132272,109816,143084,110722,116685,132477,113239,136062,157978,113691,129448,125070,113336,121832,126427,138243,100624,130058,113046,138736,111664,98571,117187,146957,90136,113651,132517,139890,102680,109975,128917,151147,124627,199884,127618,100756,118461,112518,132105,94840,134796,94159,93295,114606,112490,150639,115825,129801,122209,120846,114608,111347,129105,135785,134511,99590,130264,114774,97679,120830,111752
agri_aqua,rural,Kanel,131495,84466,130887,76347,35054,88726,132738,134556,83507,111412,154660,94431,57704,69380,102989,76840,65732,104914,52159,110864,88854,62724,156499,99466,57884,95455,64736,87830,52618,71308,85322,53581,80743,99402,137177,64052,98919,53040,82046,125356,65648,116907,123754,105788,105806,53998,86707,53187,99518,84495,69935,79071,50401,110829,65202,82085,83869,66251,110717,87452,80243,140701,96742,118545,43680,71798,110331,92567,181567,141400,120376,78700,88058,110379,104395,86713,79056,136627,118665,95049,93415,96433,118088,37789,61200,86579,66430,141966,81116,65951,71090,83887,90558,59904,110715,53431,95956,52225,136143,91879
agri_aqua,rural,Kaolack,129229,93051,90072,85075,103711,98079,95281,95877,92691,95160,94119,84469,91516,92628,80424,90355,85113,104946,107223,84262,88383,100904,80958,84144,98539,76137,96376,109178,78459,100895,78851,92831,90285,83033,83289,77671,98229,77931,83397,91082,97639,76452,78296,95253,86101,90026,92645,102052,84177,83972,92849,89810,97836,81135,103435,96590,71649,92365,78457,95761,84901,70958,89424,106478,112432,90647,99671,82778,79094,98548,77571,96258,98171,81514,90917,78338,115448,79486,91432,68313,86026,86916,104368,94835,92415,100476,76048,87705,69474,85158,99342,83388,86642,99930,103275,80551,84361,86768,102651,106644
agri_aqua,rural,Kebemer,91336,108545,142757,88201,117267,112317,145756,109177,159490,129942,129890,157675,124401,137539,91552,81820,105184,126788,134530,102471,139232,88494,116429,156004,119003,97767,218880,120068,123600,103644,110350,98001,101079,144532,120227,106149,147455,131129,98997,123595,134792,115627,145364,95890,83301,108605,121978,109699,133048,90666,95191,135569,136378,118968,124737,84597,150182,102857,117902,80642,129177,117707,85617,103599,146050,112760,121773,121027,145322,132790,136963,106798,128504,101473,160549,99853,145769,97395,140136,137676,129354,142394,131970,100661,134571,122021,165145,103175,93494,103344,165630,125934,106180,111592,93209,112800,110960,151551,132732,114135
agri_aqua,rural,Kedougou,82112,99458,61537,94264,97368,33826,78356,68268,53638,43300,59753,52148,70276,127703,49199,90117,119420,79802,76212,101203,59950,52611,90192,58773,66008,66458,94849,77384,75319,56717,76039,78248,47392,86777,50788,36172,74302,54791,93625,65400,92003,91244,52026,93655,68697,72396,87114,84972,75090,101556,73196,59425,72079,50397,49918,72780,88324,79643,54186,59907,87183,45665,53390,48362,81390,74632,54716,41415,117963,64695,74662,49724,59747,67049,108702,44395,37701,56828,76951,80635,76464,96786,67546,73715,81399,43847,69161,59202,31325,61302,63271,44384,81237,96426,75699,77266,90363,33319,76592,67208
agri_aqua,rural,Kolda,101270,89429,99559,102920,97423,83780,122085,93855,84349,88936,76493,89854,87112,110224,95972,148276,83025,80937,122975,80883,92713,80438,105935,75422,142365,78315,95841,73283,100186,91713,140203,88485,83294,86468,94858,110515,77881,114944,121753,108930,103794,83231,100916,109250,131045,69916,92715,102938,108906,90527,123010,124278,125650,86303,89244,112590,94030,114533,76806,85815,99914,87168,115644,79614,107291,121320,99161,75358,74392,128312,103077,86381,110835,116851,96161,80226,113929,85561,79366,126681,95912,70101,115088,110421,84065,93075,84948,114510,100240,84904,109891,91101,129192,89271,86524,140609,84645,128665,82813,79469
agri_aqua,rural,Koungheul,74004,62837,83363,80908,101611,102636,68284,108087,90361,61482,89110,96990,80451,62296,90318,88000,90011,76281,98261,67021,75087,76308,84722,87071,81696,72942,102331,91158,65998,76330,109184,115126,86590,76877,71787,82949,104069,75385,107604,112685,77248,55708,80871,71807,89672,80607,82289,86999,65191,77484,100413,97015,100420,83024,102877,74733,114076,114967,92621,83448,97176,61354,88487,88404,94302,89988,92641,84859,77606,85536,74131,71190,77968,82087,84408,78457,85793,80384,87766,73726,85070,77123,68277,105795,64351,60863,75454,81926,80200,100192,70961,66835,59384,69544,87029,95418,92465,79362,82328,71351
agri_aqua,rural,Koupentoum,49601,49528,67137,47235,61862,62614,62288,65363,49775,75139,55595,54524,42500,58711,50426,58057,84646,57408,66536,56579,43887,61217,56567,69939,61344,71178,51053,48573,55963,55401,71145,51986,54920,45965,43913,63985,51315,53147,48428,66319,43559,55690,64571,56395,50810,62864,55006,72777,53819,36417,68285,46147,52530,58107,66817,76823,90193,71227,59876,62706,68963,60512,54426,51699,59170,54552,51202,61959,54719,53488,61885,63596,48799,51701,54389,67303,65320,55394,57638,53784,56930,52191,61914,69564,56433,53308,68167,61113,55221,50158,52491,88284,68357,72408,41245,43933,51148,46818,58251,63934
agri_aqua,rural,Linguere,56111,86865,72444,75657,85126,81301,73636,131530,104754,74297,72423,72429,95218,111211,77986,64535,103508,147882,72165,108827,127300,105345,94854,109836,104388,57787,87326,107196,126176,139371,78305,118226,96530,48192,129837,100480,72307,112024,125691,91175,115330,91492,63837,154929,70743,110407,108916,82922,102507,44809,80079,69008,63408,65963,112320,99186,137464,88280,70605,96082,79799,107367,68064,108292,81681,63144,76930,63589,69600,84663,87573,64792,98259,131414,76781,76022,70998,77053,57175,102090,75052,93512,56244,82618,79116,84160,78358,60224,90875,93999,85289,51089,104543,86508,103692,61116,80374,78275,58237,59098
agri_aqua,rural,Louga,63332,62701,51334,56384,78250,49434,68851,72376,63308,65598,40051,51064,56543,66460,64785,68005,46128,74690,54040,48897,37530,51534,61895,70840,45240,49293,69805,42217,48745,43573,46766,41505,60616,48942,70997,65189,41696,45584,67497,54054,35157,54706,46162,72131,56147,50813,68576,59909,37780,66463,49155,65661,64585,56502,48550,65613,52262,56334,44063,53110,62565,61082,54580,48415,58667,50411,39060,59145,56398,53587,53710,55698,41251,50475,46010,30191,57019,42298,67912,48133,41863,51918,53076,49816,47639,37056,92285,50908,54917,50162,51577,50899,54787,63401,45343,75718,49554,51433,50078,81290
agri_aqua,rural,M.backe,99330,66093,65376,60857,34939,48794,49867,56394,72969,83215,127562,70712,47140,65841,58341,55496,68759,76350,84015,63183,59836,82187,53896,80401,71965,95446,60502,84111,91915,54360,61407,70752,57863,55973,86361,79249,82016,68476,93430,59805,87060,89864,70675,63511,60948,80867,79238,62030,84795,62640,96537,94934,102271,92644,57182,76313,91163,39283,64117,91933,52118,48842,89515,124443,84952,84645,105234,64552,54972,58575,140459,85760,64397,102407,72054,85581,69783,54379,64670,60159,65929,53190,109395,98039,42279,82891,95887,82130,117675,81133,65606,49455,55418,69064,93722,63068,51435,56413,64361,64716
agri_aqua,rural,M.bour,43327,63537,85075,62723,62412,65934,65885,58551,104699,68726,91509,134344,104800,58936,34472,133887,70371,75899,57859,97504,53808,73163,37254,74149,61410,43918,121064,42734,77640,57052,63460,62473,48722,57177,96357,107658,86733,79699,76514,66930,42979,63318,83978,103278,58868,103213,53329,66793,84946,138584,80026,119984,122370,70256,72487,61890,139514,68791,45077,133022,71711,61004,85276,92257,91073,77439,130574,70139,69967,103626,80956,54041,43212,89430,49639,82157,61977,68556,53048,82524,65759,101642,51548,81648,89686,59082,47613,57429,68695,81478,49108,91877,86993,59234,56121,64984,72718,37586,71465,120957
agri_aqua,rural,Malem.Hoddar,117078,77385,65485,96246,83920,83629,124676,99358,57456,95427,107916,81142,97783,90105,100996,115838,111297,57502,110409,118014,77125,110870,142782,138334,91958,129184,104030,115435,67203,81179,153655,144233,99177,100227,117219,109961,57382,112169,72104,96419,84644,74087,75410,169541,72479,121760,102426,99585,82105,119717,115423,90072,76435,118336,138293,116381,74577,82040,103332,93923,115759,102368,109871,81462,122747,71896,92434,96951,73806,163696,107181,55762,107793,87434,79919,113084,76110,113729,78357,92907,69785,89735,146030,107980,124095,82608,103243,111686,65137,110803,120477,85244,97226,110573,118116,96974,98066,58800,78016,66612
agri_aqua,rural,Matam,60187,36809,28920,39974,47616,50449,34892,37507,28118,51790,31791,33546,39927,39268,33879,41385,41490,40292,52254,44167,40996,38246,49561,50852,49893,74647,40839,30233,34321,47042,31295,29933,30648,32590,29347,35985,37100,43868,59000,38106,44881,59259,57906,46020,33811,37464,62097,41915,65021,46367,80139,59766,57900,55398,28547,41735,43298,56034,33812,35314,45740,23487,40461,63257,34488,69546,25957,47515,58956,31845,56568,54472,43081,67868,78617,78621,20691,54885,53831,59312,30051,81277,36823,33123,34156,29795,54577,44208,43404,52223,65892,41174,42723,77525,38525,61253,31183,40400,50950,66148
agri_aqua,rural,Medina.Yoro.Foulah,154090,188093,168296,201046,137996,147257,213721,262674,262939,152425,191255,181748,154197,135849,163008,198613,147617,90858,181325,235284,177418,190306,156261,156652,177120,171997,139078,204692,180347,125740,178384,169998,143200,149859,166336,147131,193913,94998,224795,174316,158239,180514,152646,111547,199735,167330,228686,171683,106324,164922,199698,197101,208271,169277,136554,182047,269557,195448,158649,162816,172861,198417,206032,187921,148312,174673,175509,137971,163055,232415,170256,131777,205170,160844,153171,133609,151244,160499,155169,214882,145928,133372,169962,141603,172250,214818,177821,201831,156970,156839,138643,182810,151075,177950,155489,181883,179171,189130,270392,184731
agri_aqua,rural,Nioro,114329,113039,94545,93387,123875,105354,106881,107787,100257,82793,88761,100109,109236,111900,113614,93147,90800,106023,110388,116671,99872,104509,106054,118164,122585,117462,109546,102703,114045,96709,105585,101775,99780,99900,97015,107172,107866,94948,120909,132741,101807,109608,100603,101350,101577,119192,117985,141214,98443,108557,120647,100127,92302,96076,99481,107995,104840,108447,103771,117608,111661,106623,81723,111135,128988,111759,104572,95919,108626,102705,97306,101837,94935,92189,104978,108113,85862,99795,108581,93616,101908,100211,112254,94804,121399,122831,121935,109155,83214,103280,106676,101905,103974,90495,94290,95901,105548,104136,100345,114131
agri_aqua,rural,Oussouye,68155,56565,145906,137597,160248,59345,50446,163552,57352,126044,96105,68285,167645,119784,181742,238714,75231,135953,84577,101540,95488,196233,65585,75293,119787,118784,128060,124761,123820,209869,93334,107733,174868,131847,80957,93097,194295,174431,158166,195488,164637,129090,148409,111310,97245,202336,116840,249643,85976,126397,165936,208622,94081,169871,144954,151995,146647,137176,203731,145020,107368,86995,93125,130069,150867,79964,157401,54832,126188,91624,121834,98196,133850,91686,169648,253417,154504,240303,101610,229483,80721,101286,153224,145853,94556,146545,85179,160462,169813,111733,164494,68074,247927,137085,194516,150087,129972,114285,100342,65450
agri_aqua,rural,Podor,56649,54092,66736,91375,82120,64962,70834,70998,72448,53395,73393,64468,51709,77654,91564,55879,79255,95890,44691,84604,58795,55342,115443,91655,100046,59506,67097,71898,38754,59640,58703,92839,61144,50665,103114,36825,59901,47392,63410,89673,55840,43167,74382,70885,42734,41842,50274,59583,33387,71241,61498,105939,83161,91725,104376,51700,58048,76221,75621,40824,67685,47395,76051,46870,56034,55130,27652,106007,65249,82981,63303,59069,65016,34329,65677,64619,94395,77909,85535,82504,69212,43889,58304,56866,58463,89977,48294,35111,75304,79469,68365,57928,42796,53118,57080,105707,73573,56316,68022,90956
agri_aqua,rural,Ranerou,112433,114541,91921,50156,121592,77292,41793,64424,68405,156107,52131,26018,92591,163831,66014,64941,62987,70528,138255,88430,100762,56985,61862,69988,73331,80987,78535,122784,58536,67857,76768,75360,87432,53649,64038,69604,59472,119517,128132,59273,76895,68621,105449,89412,80676,101046,97145,106621,154931,109455,81721,68738,46679,126210,76664,61306,57068,241163,115014,74745,165999,55507,76410,128035,47280,72652,91564,97160,67631,140695,343404,195520,57139,103272,118123,54915,47206,136973,279683,291346,58637,38376,207441,91153,64950,219292,25711,112797,220841,76860,151645,131302,74545,109074,115193,76297,46381,64300,52743,57593
agri_aqua,rural,Rufisque,157384,114717,76548,101363,179761,155995,210517,149582,92298,134451,106831,114826,136992,52875,152607,81465,154232,117323,137455,107897,137686,167875,142001,127953,117553,109477,92765,204498,137887,205468,57200,181347,131018,240280,130125,115879,72414,209942,90842,59764,164653,189875,60556,170180,69269,171422,228657,324611,51151,127477,109643,135169,152379,235028,181415,89581,107595,168328,155937,146427,200019,60138,83499,156485,148559,131407,170606,163409,87598,86070,101749,81474,252057,194858,67595,78016,88444,204417,119406,154151,106584,175138,261704,130188,101844,134270,150757,144837,266420,85703,84773,202456,190569,112058,214645,254086,88749,105039,91560,188650
agri_aqua,rural,Saint.Louis,117962,61644,54783,79103,85765,55455,92150,112624,77932,89908,112053,70067,144705,110493,77021,80112,89963,46513,109439,77919,66971,67055,149930,49404,97234,91251,80852,184814,69673,72219,61388,99521,113774,83323,92435,55624,91502,72611,91359,87943,71742,153768,109970,54093,118402,125226,63919,107106,56999,81423,86889,80153,94700,94682,75400,84567,47660,132080,123327,58189,81432,71788,62186,74605,122442,73164,88534,161873,83107,121535,80093,96111,126674,114380,107202,91467,69309,75064,147524,193753,98066,50068,111921,99080,97600,104029,102282,103801,67594,68687,62140,43475,72351,69068,97383,103131,125997,80361,63651,86786
agri_aqua,rural,Salemata,107249,71277,61322,59535,90231,82757,137682,79824,107146,48911,85894,75981,73042,93045,98904,96241,71374,90781,89202,93783,91299,50895,78096,124360,58248,80735,107438,72783,103570,93122,69826,98082,171124,115062,56894,74026,60591,92884,81137,75713,75846,90128,104832,138354,103366,102361,185728,81945,80254,42123,109461,86962,67102,63683,94190,84801,151779,96035,113943,65093,93476,70073,64400,88009,85098,96648,87643,79830,75470,95970,71723,90983,74302,89219,87226,76723,91028,65857,74239,80717,59966,112832,96634,96720,78583,92664,88160,110765,75458,71757,72322,68348,59543,140439,93864,82426,68830,65142,77143,79668
agri_aqua,rural,Saraya,53483,71078,115215,53754,40571,63377,60181,49714,40239,46382,47260,75954,52489,43444,78394,97077,82273,60120,65321,71114,87786,68084,57548,48678,53964,58920,69162,79676,71051,43368,75571,64687,60325,80573,51507,43003,72367,41923,96200,74065,56436,39119,65487,61374,74919,88907,40590,41744,55607,83485,57445,65937,60176,84053,67857,52221,56288,73773,74594,49939,43274,27663,59391,50038,69013,74187,72666,61885,48361,51659,41700,59955,44694,64618,89427,98715,72042,59085,77412,129867,62033,38295,56931,84535,59156,46721,56308,52158,53450,91193,49519,53039,59129,62575,53419,62059,63273,52527,55109,49100
agri_aqua,rural,Sedhiou,114127,189552,87305,98441,98504,117814,192776,134092,107237,111381,76286,172115,129550,155572,144091,80025,145860,119752,112671,93019,192995,87626,69513,111649,104827,103952,211402,84856,132442,189277,100182,79385,115149,85771,123603,146936,94186,138058,99000,66232,120418,98017,75330,111584,97251,104212,128388,145822,78993,142680,121552,83166,132481,154060,126825,135583,115740,199379,183032,151494,127737,76815,159242,143633,137397,101550,106146,147613,133293,94861,164920,71272,166965,87969,114619,108265,170547,238510,104775,71405,144579,90129,152946,89058,124468,80807,190612,142915,232584,123345,151261,80559,88013,131296,71190,132738,132384,116501,113249,104268
agri_aqua,rural,Tambacounda,45472,50998,53230,34848,57112,32002,44248,48738,45550,37921,74191,42056,59962,45416,41020,62742,54675,62109,36209,50425,50625,55853,69428,43467,50735,50302,45753,61549,79616,53420,57685,59733,52580,46145,48116,54956,62404,47360,45435,65243,54756,46286,49792,58503,41834,76782,56678,70466,50375,40934,64069,46957,55592,71693,45827,48878,58646,50001,52210,36881,32850,47181,47944,58462,40740,59741,61582,50587,74782,57524,45795,54239,45136,46754,37360,52478,47806,66007,45615,58085,51784,60537,50693,51125,57503,60226,37730,55648,40819,44533,54141,37693,47929,46194,49503,63098,53100,46856,56725,49341
agri_aqua,rural,Thies,211717,101865,98017,170623,213275,244463,129905,191688,202719,177819,173371,119606,168887,143466,270752,147106,189708,202153,131533,96709,143506,157096,113184,109476,129269,167103,239273,90738,89772,173858,120624,98744,157790,218598,306823,161057,224480,107856,168758,136521,188117,190801,117534,224223,168605,176391,145858,143258,147011,153484,211788,174847,118358,201776,202934,171701,164912,142308,192479,204343,188578,157048,146416,178762,165953,153291,123813,164987,154540,76880,157000,144511,243856,133731,115784,126341,119662,151025,226520,159749,139826,125116,135043,145093,86879,140016,147120,173366,233840,179819,290817,147760,137912,219979,159446,169857,171928,168838,132621,196679
agri_aqua,rural,Tivaouane,173424,139117,152058,138230,169574,210825,203613,162492,151115,128935,126763,114899,161662,117342,142990,109043,179773,149188,177123,161409,160370,165119,191819,210494,114132,199574,93681,145239,109346,139937,204675,158213,219660,196848,174617,145925,200934,135197,127812,197744,193737,185442,148723,180355,146305,143212,182228,171065,144423,154403,155331,200910,150972,156401,139111,142045,208837,189910,167927,157403,199457,165276,151585,172462,185056,224557,135014,160831,194835,141662,134312,179665,227012,210890,180038,115807,155112,183512,167338,148284,235363,198979,194877,118653,145162,123541,351510,118210,173943,158767,157776,195747,159670,247542,145898,160312,144291,151141,183153,154726
agri_aqua,rural,Velingara,64941,115199,79427,69660,75989,72540,77514,72226,83804,107750,87164,83908,79703,84772,78592,67538,87335,68891,77265,77670,72405,86195,75044,73377,60237,75264,86236,68560,88626,81640,68261,76736,79051,75935,63087,90693,59878,76170,71599,66956,108069,74801,79946,71717,90484,87822,68196,85113,74295,68364,95591,61775,91411,101063,54747,68730,87842,105537,73112,62674,94567,66670,95249,75337,73650,73637,75642,92882,110321,73086,76892,84499,66731,65219,62829,73771,77409,80704,89583,81588,60062,84142,83613,61775,62753,86584,72434,74358,78194,70613,67544,87574,91907,78125,89202,82870,67521,83391,68780,78316
agri_aqua,rural,Ziguinchor,64607,31961,56509,91995,73508,37355,88060,51930,103716,47942,78690,68384,119151,128748,58841,37303,46727,147430,92637,71810,87323,45550,85930,65591,99892,110198,62054,46315,61028,151549,108181,36487,93736,64819,111796,41797,117230,73568,75718,90585,72770,68227,55309,44744,43009,64682,51045,47847,69685,54637,98578,61123,69931,163997,87788,144325,64545,47587,82664,93891,55506,75024,48107,57037,67053,77576,67523,61432,77508,68458,163698,58649,61536,53391,43301,82015,85463,32568,67221,46072,59977,85514,60494,84897,44017,65411,94088,88146,53351,57810,75362,76585,54656,151050,90749,112139,92835,74013,49206,57153
