HHID,IWTime,SN,Age,Gender,M_Status,Class,S_Name,Occupation,livedOutside,Address,WhenMove,BirthPlace,MoveHereYear,Caste
2309198,0:11,8,1,1,0,0,0,0,0,0,-1,0,-1,1
2309198,0:11,1,43,1,1,0,0,5,0,0,-1,N63,2048-10,1
2309198,0:11,2,52,0,1,0,0,5,0,0,-1,N63,2027-12,1
2309198,0:11,4,25,1,1,10,0,6,0,0,-1,N56,2074-04,1
2309198,0:11,7,21,1,1,12,0,6,0,0,-1,N56,2077-08,1
2309198,0:11,3,31,0,1,12,0,2,1,F971,2076-01,0,-1,1
2309198,0:11,9,21,0,0,10,0,2,1,F971,2078-09,0,-1,1
2309198,0:11,6,30,0,1,10,0,3,0,0,-1,0,-1,1
2309198,0:11,5,4,0,0,NS,PII,4,0,0,-1,0,-1,1
2309199,0:08,2,41,1,1,3,0,5,0,0,-1,N56,2055-01,2
2309199,0:08,1,43,0,1,10,0,3,0,0,-1,N56,2038-12,2
2309199,0:08,5,20,0,0,12,0,0,0,0,-1,0,-1,2
2309199,0:08,4,21,1,1,12,0,6,0,0,-1,N56,2078-10,2
2309199,0:08,3,22,0,1,12,0,2,0,0,-1,0,-1,2
2309204,0:05,5,12,0,0,7,PII,4,0,0,-1,0,-1,1
2309204,0:05,1,35,1,1,7,0,5,0,0,-1,N78,2060-11,1
2309204,0:05,4,14,1,0,8,PII,4,0,0,-1,0,-1,1
2309204,0:05,3,18,1,0,9,PII,4,0,0,-1,0,-1,1
2309204,0:05,2,48,0,1,10,0,2,0,0,-1,N71,2035-02,1
2309205,0:06,3,23,0,0,12,PII,4,0,N25,2074-08,0,-1,1
2309205,0:06,4,13,0,0,7,PII,4,0,0,-1,0,-1,1
2309205,0:06,1,48,0,1,7,0,5,0,0,-1,N71,2036-04,1
2309205,0:06,2,45,1,1,10,0,5,0,0,-1,N56,2054-01,1
2309207,0:06,3,80,1,3,0,0,0,0,0,-1,N64,2022-01,2
2309207,0:06,2,45,0,1,6,0,5,1,0,-1,0,-1,2
2309207,0:06,5,16,1,0,8,PII,4,0,0,-1,0,-1,2
2309207,0:06,4,18,1,0,11,PII,4,0,0,-1,0,-1,2
2309207,0:06,1,44,1,1,10,0,5,0,0,-1,0,-1,2
2309208,0:07,4,14,1,0,8,PII,4,0,0,-1,N63,2077-08,1
2309208,0:07,1,41,1,1,9,0,5,0,0,-1,N63,2077-08,1
2309208,0:07,3,19,1,0,11,PII,4,0,0,-1,N63,2077-08,1
2309208,0:07,2,47,0,1,10,0,5,1,0,-1,N63,2077-08,1
2309211,0:08,3,75,1,1,0,0,0,0,0,-1,N67,2019-01,1
2309211,0:08,1,48,1,1,10,0,5,0,0,-1,N56,2051-01,1
2309211,0:08,2,50,0,1,10,0,5,0,0,-1,0,-1,1
2309211,0:08,5,24,0,1,14,PII,4,1,F061,2078-09,0,-1,1
2309211,0:08,6,24,1,1,14,PII,4,1,F061,2078-09,N57,2077-08,1
2309211,0:08,4,25,1,0,14,PII,4,0,0,-1,0,-1,1
2309212,0:09,5,2,1,0,0,0,0,0,0,-1,0,-1,1
2309212,0:09,6,84,1,3,0,0,0,0,0,-1,N68,2060-08,1
2309212,0:09,1,54,1,1,3,0,5,1,0,-1,N93,2060-08,1
2309212,0:09,2,55,0,1,8,0,5,1,0,-1,F091,2060-08,1
2309212,0:09,4,25,1,1,12,0,6,0,0,-1,N78,2074-10,1
2309212,0:09,3,32,0,1,14,0,2,1,0,-1,F091,2060-08,1
2309214,0:06,2,52,0,1,5,0,5,1,0,-1,N68,2060-02,1
2309214,0:06,1,45,1,1,7,0,5,0,0,-1,N68,2060-02,1
2309214,0:06,4,21,1,1,12,0,2,1,F082,2077-05,N56,2076-08,1
2309214,0:06,5,24,0,0,12,0,5,0,0,-1,N68,2060-02,1
2309214,0:06,3,27,0,1,12,0,5,0,0,-1,N68,2060-02,1
2309217,0:05,1,50,1,1,0,0,5,0,0,-1,N68,2049-11,1
2309217,0:05,2,60,0,1,3,0,5,0,0,-1,N68,2049-11,1
2309217,0:05,3,30,0,3,14,0,2,0,0,-1,F091,2049-11,1
2309217,0:05,4,5,1,0,KG,PII,4,0,0,-1,0,-1,1
2309218,0:07,4,51,0,1,0,0,2,1,F060,2077-02,0,-1,5
2309218,0:07,5,52,1,1,0,0,5,0,0,-1,N65,2043-10,5
2309218,0:07,3,8,0,0,1,PII,4,0,0,-1,0,-1,5
2309218,0:07,2,30,0,1,14,0,2,1,F974,2076-12,0,-1,5
2309218,0:07,7,24,0,0,10,0,2,0,0,-1,0,-1,5
2309218,0:07,6,26,0,0,10,0,2,0,0,-1,0,-1,5
2309218,0:07,1,28,1,1,10,0,6,0,0,-1,N56,2070-11,5
2309219,0:05,3,12,0,0,4,PII,4,0,0,-1,N68,2074-01,1
2309219,0:05,2,40,0,1,7,0,3,1,0,-1,N68,2074-01,1
2309219,0:05,1,40,1,1,8,0,5,0,0,-1,N68,2074-01,1
2309222,0:10,6,2,1,0,0,0,0,0,0,-1,0,-1,5
2309222,0:10,1,55,1,1,0,0,5,0,0,-1,N56,2045-01,5
2309222,0:10,2,58,0,1,0,0,5,1,0,-1,0,-1,5
2309222,0:10,3,28,0,0,7,0,2,1,0,-1,0,-1,5
2309222,0:10,5,25,1,1,9,0,6,0,0,-1,N56,2076-07,5
2309222,0:10,4,26,0,1,12,0,3,0,0,-1,0,-1,5
2309227,0:05,2,52,1,1,8,0,5,0,0,-1,N67,2062-10,1
2309227,0:05,1,57,0,1,9,0,5,0,0,-1,N67,2062-10,1
2309227,0:05,4,22,0,0,12,PII,4,0,0,-1,N67,2062-10,1
2309227,0:05,6,24,1,0,12,PII,4,0,0,-1,N67,2062-10,1
2309227,0:05,3,26,0,0,14,0,2,0,0,-1,N67,2062-10,1
2309227,0:05,5,29,1,0,14,0,5,0,0,-1,N67,2062-10,1
2309228,0:05,2,47,1,1,0,0,5,0,0,-1,N56,2049-11,5
2309228,0:05,1,49,0,1,0,0,5,1,0,-1,0,-1,5
2309228,0:05,3,19,0,0,12,PII,4,0,0,-1,0,-1,1
2309229,0:07,2,34,1,1,0,0,2,0,0,-1,N56,2064-06,5
2309229,0:07,4,10,0,0,3,PII,4,0,0,-1,0,-1,5
2309229,0:07,3,13,0,0,5,PII,4,0,0,-1,0,-1,5
2309229,0:07,1,45,0,1,6,0,3,1,0,-1,0,-1,5
2309232,0:13,2,59,1,1,0,0,5,0,0,-1,N68,2051-01,1
2309232,0:13,5,7,1,0,2,PII,4,0,0,-1,0,-1,1
2309232,0:13,1,67,0,1,5,0,5,0,0,-1,N68,2051-01,1
2309232,0:13,4,31,1,1,12,0,1,0,0,-1,N56,2065,1
2309232,0:13,3,41,0,1,12,0,1,1,0,-1,N68,2051-01,1
2309232,0:13,7,26,1,1,16,0,2,1,F061,2075-12,N78,2074-03,1
2309232,0:13,6,30,0,1,16,0,2,1,F061,2073-08,N68,2051-01,1
2309233,0:05,3,19,1,0,12,PII,4,0,0,-1,0,-1,1
2309233,0:05,1,46,0,1,12,0,5,0,0,-1,N68,2049-12,1
2309233,0:05,4,17,0,0,10,PII,4,0,0,-1,0,-1,1
2309233,0:05,2,42,1,1,10,0,5,0,0,-1,N56,2056-08,1
2605003,0:09,1,56,1,1,10,0,6,1,0,-1,N56,2040-11,1
2605003,0:09,2,60,0,1,10,0,5,1,0,-1,N62,2030-01,1
2605003,0:09,4,30,1,1,14,0,2,1,F049,2076-06,N01,2075-11,1
2605003,0:09,3,31,0,1,14,0,2,1,F049,2072-05,0,-1,1
2605004,0:08,2,61,1,1,0,0,5,1,0,-1,N65,2066-10,1
2605004,0:08,1,68,0,1,1,0,5,1,0,-1,N65,2066-10,1
2605004,0:08,5,10,1,0,4,PII,4,0,0,-1,0,-1,1
2605004,0:08,4,32,1,1,12,0,6,0,0,-1,N65,2068-02,1
2605004,0:08,3,35,0,1,12,0,2,0,N41,2069-05,N65,2066-10,1
2605004,0:08,6,4,0,0,NS,PII,4,0,0,-1,0,-1,1
2605005,0:04,2,45,1,1,6,0,5,0,0,-1,N78,2050,1
2605005,0:04,1,51,0,1,8,0,1,0,0,-1,0,-1,1
2605005,0:04,3,25,0,0,14,PII,4,1,F358,2078-05,0,-1,1
2605009,0:09,1,57,1,3,0,0,5,0,0,-1,N49,2069-09,1
2605009,0:09,2,35,1,1,14,0,2,0,0,-1,N49,2069-09,1
2605009,0:09,3,38,0,1,14,0,2,1,F091,2073-03,N90,2077-04,1
2605009,0:09,4,6,1,0,KG,PII,4,0,0,-1,0,-1,1
2605016,0:08,5,50,1,1,5,0,5,0,0,-1,0,-1,2
2605016,0:08,1,23,1,1,9,0,5,0,0,-1,N64,2073-01,2
2605016,0:08,2,24,0,1,12,0,2,1,F971,2073-09,N57,2061-10,2
2605016,0:08,3,5,1,0,PG,PII,4,0,0,-1,0,-1,2
2605016,0:08,4,50,0,1,10,0,2,1,0,-1,0,-1,2
2605017,0:10,1,43,1,1,0,0,5,0,0,-1,N64,2050-08,2
2605017,0:10,4,23,1,1,12,0,6,0,0,-1,N64,2075-05,2
2605017,0:10,5,26,0,0,12,0,2,0,0,-1,0,-1,2
2605017,0:10,7,3,0,0,PG,PII,4,0,0,-1,0,-1,2
2605017,0:10,6,4,1,0,PG,PII,4,0,0,-1,0,-1,2
2605017,0:10,3,25,0,1,10,0,5,0,0,-1,0,-1,2
2605017,0:10,2,46,0,1,10,0,2,1,F966,2070-09,0,-1,2
2605018,0:04,1,70,1,1,0,0,5,0,0,-1,N63,2028-12,2
2605018,0:04,2,75,0,1,0,0,5,0,0,-1,N79,2022-11,2
2605018,0:04,3,40,1,0,10,0,5,0,0,-1,0,-1,2
2605019,0:14,2,61,1,1,0,0,6,0,0,-1,N56,2032-01,2
2605019,0:14,1,69,0,1,5,0,5,0,0,-1,N63,2021-01,2
2605019,0:14,4,41,1,1,7,0,5,0,0,-1,N56,2057-02,2
2605019,0:14,3,44,0,1,7,0,2,1,F966,2076-10,0,-1,2
2605019,0:14,6,17,1,0,9,PII,4,0,0,-1,0,-1,2
2605019,0:14,5,21,0,0,12,0,0,0,0,-1,0,-1,2
2605021,0:05,4,15,0,0,9,PII,4,0,0,-1,0,-1,2
2605021,0:05,2,49,0,1,10,0,1,1,0,-1,N63,2040-09,2
2605021,0:05,3,19,1,0,12,PII,4,0,0,-1,0,-1,2
2605021,0:05,1,39,1,1,12,0,2,0,0,-1,N64,2060-01,2
2605022,0:05,2,69,1,0,0,0,5,0,0,-1,N63,2060-04,2
2605022,0:05,3,10,1,0,3,PII,4,0,0,-1,0,-1,2
2605022,0:05,4,39,0,1,8,0,2,1,F974,2065-05,0,-1,2
2605022,0:05,1,31,1,1,10,0,5,0,0,-1,N63,2069-03,2
2605023,0:04,4,8,0,0,2,PII,4,0,0,-1,N67,2076-01,1
2605023,0:04,3,12,1,0,6,PII,4,0,0,-1,N67,2076-01,1
2605023,0:04,2,30,1,1,10,0,5,0,0,-1,N67,2076-01,1
2605023,0:04,1,32,0,1,10,0,3,1,0,-1,N67,2076-01,1
2605024,0:06,3,10,0,0,3,PII,4,0,0,-1,0,-1,2
2605024,0:06,2,40,1,1,4,0,5,0,0,-1,N71,2068-08,2
2605024,0:06,1,56,0,1,5,0,5,1,0,-1,N63,2025-12,2
2605025,0:05,3,12,0,0,5,PII,4,0,0,-1,0,-1,1
2605025,0:05,2,40,1,1,10,0,5,0,0,-1,N56,2063-10,1
2605025,0:05,1,42,0,1,10,0,2,1,0,-1,F091,2049-12,1
2605025,0:05,4,4,0,0,NS,PII,4,0,0,-1,0,-1,1
2605026,0:06,4,14,1,0,9,PII,4,0,0,-1,N56,2075-01,1
2605026,0:06,3,17,1,0,11,PII,4,0,0,-1,N56,2075-01,1
2605026,0:06,5,20,0,0,12,PII,4,0,0,-1,N56,2075-01,1
2605026,0:06,1,42,0,1,10,0,2,1,F971,2069-07,N56,2075-01,1
2605026,0:06,2,44,1,1,10,0,5,0,0,-1,N56,2075-01,1
2605027,0:04,2,66,1,1,0,0,5,1,0,-1,N67,2049-12,1
2605027,0:04,1,82,0,1,0,0,5,1,0,-1,N67,2049-12,1
2605029,0:04,2,63,1,1,0,0,5,0,0,-1,N63,2061-07,1
2605029,0:04,1,68,0,1,10,0,5,1,0,-1,N67,2061-07,1
2605030,0:08,5,88,1,3,0,0,0,0,0,-1,N68,2057-06,1
2605030,0:08,4,19,0,0,11,PII,4,0,0,-1,0,-1,1
2605030,0:08,3,21,1,0,12,PII,4,0,0,-1,0,-1,1
2605030,0:08,1,42,1,1,10,0,5,0,0,-1,N56,2058-02,1
2605030,0:08,2,52,0,1,10,0,1,1,0,-1,N68,2057-06,1
2605031,0:08,6,73,0,0,0,0,0,0,0,-1,F091,2022-01,2
2605031,0:08,5,97,1,3,0,0,0,1,0,-1,N63,2022-01,2
2605031,0:08,2,57,0,1,12,0,5,0,0,-1,N67,2022-01,2
2605031,0:08,3,27,1,0,10,0,2,0,0,-1,0,-1,2
2605031,0:08,1,52,1,1,10,0,5,0,0,-1,N63,2049-10,2
2605031,0:08,4,25,0,0,14,PII,4,0,N01,2077-06,0,-1,2
2605032,0:09,5,2,0,0,0,0,0,0,0,-1,0,-1,2
2605032,0:09,2,55,1,1,0,0,5,0,0,-1,N55,2048-04,2
2605032,0:09,1,55,0,1,4,0,5,1,0,-1,0,-1,2
2605032,0:09,7,24,1,1,10,0,5,0,0,-1,N55,2075-06,2
2605032,0:09,8,4,0,0,PG,PII,4,0,0,-1,0,-1,2
2605032,0:09,4,24,1,1,10,0,5,0,0,-1,N53,2076-08,2
2605032,0:09,6,25,0,1,10,0,5,0,0,-1,0,-1,2
2605032,0:09,3,29,0,1,10,0,5,0,0,-1,0,-1,2
2605033,0:10,2,38,1,1,4,0,5,0,0,-1,N56,2055-07,1
2605033,0:10,1,50,0,1,5,0,1,1,0,-1,0,-1,1
2605033,0:10,4,15,0,0,9,PII,4,0,0,-1,0,-1,1
2605033,0:10,3,19,1,0,12,PII,4,0,0,-1,0,-1,1
2605042,0:05,6,1,1,0,0,0,0,0,0,-1,0,-1,1
2605042,0:05,4,65,1,1,0,0,5,0,0,-1,N63,2035-06,1
2605042,0:05,2,71,0,1,0,0,5,0,0,-1,N63,2030-05,1
2605042,0:05,5,95,1,3,0,0,0,0,0,-1,N63,2035-06,1
2605042,0:05,3,33,0,1,10,0,5,1,0,-1,0,-1,1
2605042,0:05,1,26,1,1,14,PII,4,0,0,-1,N84,2077-04,1
2605045,0:09,2,43,1,1,10,0,5,0,0,-1,F091,2067-01,3
2605045,0:09,6,53,0,1,10,0,2,1,F966,2060-01,F091,2067-01,3
2605045,0:09,5,17,1,0,11,PII,4,0,0,-1,N56,2067-01,3
2605045,0:09,3,20,1,0,12,PII,4,0,0,-1,N56,2067-01,3
2605045,0:09,4,24,1,0,12,0,2,1,F081,2073-01,N56,2067-01,3
2605045,0:09,1,23,1,0,14,PII,4,0,0,-1,N56,2067-01,3
2605046,0:05,5,2,1,0,0,0,0,0,N01,2078-03,0,-1,1
2605046,0:05,2,70,1,1,3,0,5,0,0,-1,N62,2060-07,1
2605046,0:05,1,75,0,1,9,0,5,0,0,-1,N62,2060-07,1
2605046,0:05,4,30,1,1,12,0,6,0,N01,2077-03,N10,2077-03,1
2605046,0:05,3,37,0,1,14,0,2,0,N01,2071-03,N62,2060-07,1
2605048,0:05,1,43,1,1,3,0,2,0,0,-1,N63,2062,1
2605048,0:05,2,50,0,1,8,0,5,0,0,-1,N63,2062,1
2605048,0:05,3,20,0,0,12,PII,4,0,0,-1,N63,2062,1
2605048,0:05,4,22,0,0,12,PII,4,0,0,-1,N63,2062,1
2605049,0:10,1,49,1,1,0,0,5,0,0,-1,N65,2057-01,2
2605049,0:10,2,51,0,1,1,0,1,1,0,-1,N65,2057-01,2
2605049,0:10,7,20,1,1,6,0,6,0,0,-1,N65,2078-10,2
2605049,0:10,6,22,1,1,6,0,5,0,0,-1,N56,2076-01,2
2605049,0:10,4,23,0,1,6,0,5,0,0,-1,N65,2057-01,2
2605049,0:10,5,22,0,0,9,0,5,0,0,-1,N65,2057-01,2
2605049,0:10,3,30,0,1,9,0,2,1,F040,2078-05,N65,2057-01,2
2605050,0:05,3,63,1,3,0,0,5,0,0,-1,N67,2035,1
2605050,0:05,1,28,0,1,8,0,5,1,0,-1,0,-1,1
2605050,0:05,2,26,1,1,12,0,5,0,0,-1,0,-1,1
2605050,0:05,4,4,1,0,NS,PII,4,0,0,-1,0,-1,1
2605050,0:05,5,3,0,0,PG,PII,4,0,0,-1,0,-1,1
2605051,0:03,1,54,1,1,0,0,5,0,0,-1,N56,2038,1
2605051,0:03,2,65,0,1,0,0,5,0,0,-1,N64,2037,1
2605051,0:03,5,8,0,0,0,0,0,0,0,-1,0,-1,1
2605051,0:03,4,30,1,1,12,0,1,0,0,-1,N78,2071,1
2605051,0:03,3,36,0,1,12,0,1,1,0,-1,0,-1,1
2605052,0:10,3,47,1,1,0,0,6,0,0,-1,N65,2070-01,2
2605052,0:10,6,18,1,0,12,PII,4,0,0,-1,N65,2070-01,2
2605052,0:10,5,23,0,0,12,0,2,1,F091,2077-05,N65,2070-01,2
2605052,0:10,1,25,1,0,12,PII,4,0,0,-1,N65,2070-01,2
2605052,0:10,4,28,1,0,12,PII,4,0,0,-1,N65,2070-01,2
2605052,0:10,2,48,0,1,8,0,5,0,0,-1,N65,2070-01,2
2605053,0:03,1,61,1,3,0,0,5,1,0,-1,F091,2051,1
2605053,0:03,2,35,0,1,12,0,2,1,0,-1,F091,2051,1
2605053,0:03,3,27,1,1,14,0,5,0,0,-1,N71,2077,1
2605055,0:03,3,12,1,0,4,PII,4,1,0,-1,F091,2067-03,2
2605055,0:03,1,33,1,1,7,0,5,1,0,-1,F091,2064-08,2
2605055,0:03,2,36,0,1,7,0,2,1,F091,2065-05,N75,2063-01,2
2605055,0:03,4,5,0,0,NS,PII,4,0,0,-1,0,-1,2
2605056,0:06,3,82,0,3,0,0,5,0,0,-1,0,-1,1
2605056,0:06,5,7,1,0,2,PII,4,0,0,-1,0,-1,1
2605056,0:06,4,16,1,0,11,PII,4,0,0,-1,0,-1,1
2605056,0:06,1,40,1,1,10,0,5,0,0,-1,N56,2061-01,1
2605056,0:06,2,41,0,1,10,0,2,1,F971,2063-08,0,-1,1
2605058,0:08,5,7,0,0,2,PII,4,0,0,-1,0,-1,1
2605058,0:08,4,13,0,0,8,PII,4,0,0,-1,0,-1,1
2605058,0:08,3,77,0,3,8,0,0,0,0,-1,N62,2038-01,1
2605058,0:08,1,40,1,1,12,0,6,0,0,-1,N56,2063-11,1
2605058,0:08,2,42,0,1,12,0,2,1,0,-1,N62,2038-01,1
2605059,0:10,7,69,1,1,0,0,0,0,0,-1,N63,2076-06,1
2605059,0:10,6,79,0,1,0,0,0,0,0,-1,N67,2076-06,1
2605059,0:10,5,12,1,0,6,PII,4,1,0,-1,f091,2072-03,1
2605059,0:10,2,44,0,1,9,0,5,1,0,-1,N67,2072-04,1
2605059,0:10,4,18,1,0,10,PII,4,1,0,-1,N67,2072-04,1
2605059,0:10,1,44,1,1,10,0,5,1,0,-1,N63,2072-04,1
2605059,0:10,3,22,0,0,11,PII,4,1,0,-1,N67,2072-04,1
2605061,0:12,2,68,1,1,0,0,5,0,0,-1,N67,2075-11,1
2605061,0:12,1,72,0,1,0,0,5,0,0,-1,N63,2075-11,1
2605061,0:12,7,10,0,0,4,PII,4,0,0,-1,N63,2073-01,1
2605061,0:12,4,40,1,1,7,0,5,0,0,-1,N67,2073-01,1
2605061,0:12,6,17,0,0,9,PII,4,0,0,-1,N63,2073-01,1
2605061,0:12,3,46,0,1,10,0,5,1,0,-1,N63,2073-01,1
2605061,0:12,5,21,0,0,12,PII,4,0,0,-1,N63,2075-01,1
2605062,0:08,4,12,0,0,5,PII,4,0,0,-1,N63,2068-01,1
2605062,0:08,2,47,1,1,5,0,5,0,0,-1,N63,2068-01,1
2605062,0:08,1,53,0,1,8,0,5,1,0,-1,N63,2068-01,1
2605062,0:08,3,16,1,0,10,PII,4,0,0,-1,N63,2068-01,1
2605064,0:05,2,38,1,1,7,0,5,0,0,-1,N67,2066-12,1
2605064,0:05,1,43,0,1,8,0,5,1,0,-1,N67,2066-12,1
2605064,0:05,3,18,0,0,10,PII,4,0,0,-1,N67,2066-12,1
2605065,0:05,3,13,0,0,6,PII,4,0,0,-1,N56,2069-11,1
2605065,0:05,1,30,1,1,8,0,5,0,0,-1,N56,2069-11,1
2605065,0:05,2,33,0,1,10,0,2,1,F968,2077-12,N56,2069-11,1
2605065,0:05,4,4,1,0,NS,PII,4,0,0,-1,0,-1,1
2605066,0:07,1,45,1,3,0,0,5,1,0,-1,N65,2068-10,1
2605066,0:07,2,27,0,0,7,0,5,1,0,-1,N65,2068-10,1
2605066,0:07,3,21,0,0,11,PII,4,0,0,-1,N65,2068-10,1
2605067,0:06,4,9,1,0,2,PII,4,0,0,-1,N56,2072-01,1
2605067,0:06,3,14,0,0,6,PII,4,0,0,-1,N67,2072-01,1
2605067,0:06,1,35,1,1,10,0,5,0,0,-1,N67,2072-01,1
2605067,0:06,2,39,0,1,10,0,2,0,F971,2062-10,N67,2072-01,1
2605068,0:12,6,2,0,0,0,0,0,0,0,-1,0,-1,1
2605068,0:12,3,64,0,1,0,0,5,0,N63,2015,N63,0,1
2605068,0:12,4,64,1,1,0,0,5,0,N63,2015,N63,0,1
2605068,0:12,5,13,0,0,6,PII,4,0,0,-1,N63,0,1
2605068,0:12,1,40,1,1,7,0,5,0,0,-1,N63,2068-02,1
2605068,0:12,2,40,0,1,8,0,5,1,0,-1,N63,2068-02,1
2605076,0:14,2,47,1,1,5,0,6,0,0,-1,0,-1,1
2605076,0:14,5,23,1,1,12,0,2,1,F061,2060,N79,0,1
2605076,0:14,4,24,0,1,12,0,2,1,F061,2075-11,0,-1,1
2605076,0:14,1,57,0,1,12,0,5,0,0,-1,0,-1,1
2605076,0:14,3,28,0,0,16,0,2,1,F061,2072-10,0,-1,1
2605078,0:09,5,9,1,0,1,PII,4,0,0,-1,0,-1,1
2605078,0:09,2,40,1,1,5,0,5,1,0,-1,N63,2062-09,1
2605078,0:09,1,49,0,1,5,0,1,1,0,-1,N63,2062-09,1
2605078,0:09,4,15,1,0,9,PII,4,1,0,-1,F091,2065-04,1
2605078,0:09,3,17,1,0,11,PII,4,1,0,-1,N63,2062-09,1
2605080,0:03,4,11,1,0,6,PII,4,0,0,-1,0,-1,1
2605080,0:03,1,40,1,1,10,0,5,1,0,-1,N67,2068-09,1
2605080,0:03,2,43,0,1,12,0,2,1,F091,2055-07,N63,2068-09,1
2605080,0:03,3,16,1,0,10,PII,4,0,0,-1,0,-1,1
2605081,0:04,1,66,1,1,0,0,5,0,0,-1,N64,2017-02,2
2605081,0:04,2,70,0,1,0,0,5,0,0,-1,N37,2017-02,2
2605081,0:04,3,24,0,0,9,0,2,1,F971,2078-07,0,-1,2
2605083,0:09,6,1,1,0,0,0,0,0,0,-1,0,-1,1
2605083,0:09,3,57,1,1,5,0,5,0,0,-1,N49,2048-08,1
2605083,0:09,5,15,1,0,9,PII,4,0,0,-1,0,-1,1
2605083,0:09,1,31,0,1,12,0,0,1,0,-1,N49,2048-08,1
2605083,0:09,4,23,1,1,14,PII,4,0,0,-1,N78,2076-10,1
2605083,0:09,7,24,1,0,14,PII,4,0,0,-1,N49,2078-08,1
2605083,0:09,2,58,0,1,10,0,5,1,0,-1,N49,2048-08,1
2605084,0:05,1,46,1,1,4,0,5,0,0,-1,N56,2069-01,2
2605084,0:05,2,47,0,1,7,0,5,1,0,-1,N56,2069-01,2
2605084,0:05,4,16,0,0,10,PII,4,0,0,-1,0,-1,2
2605084,0:05,3,21,0,0,12,PII,4,0,0,-1,0,-1,2
2605085,0:04,4,1,0,0,0,0,0,0,0,-1,0,-1,2
2605085,0:04,3,3,0,0,0,0,0,0,0,-1,0,-1,2
2605085,0:04,1,30,1,1,4,0,5,0,0,-1,N65,2072-10,2
2605085,0:04,2,45,0,1,5,0,5,1,0,-1,N65,2072-10,2
2605086,0:07,6,1,0,0,0,0,0,0,0,-1,0,-1,3
2605086,0:07,2,63,1,1,0,0,5,0,0,-1,N64,2073-02,3
2605086,0:07,5,9,1,0,3,PII,4,0,0,-1,N56,2073-02,3
2605086,0:07,3,30,0,1,7,0,2,0,0,-1,N64,2073-02,3
2605086,0:07,1,22,0,0,12,PII,4,0,0,-1,N64,2073-02,3
2605086,0:07,4,25,1,1,10,0,5,0,0,-1,N56,2073-02,3
2605089,0:06,4,8,1,0,1,PII,4,0,0,-1,0,-1,1
2605089,0:06,3,13,0,0,6,PII,4,0,0,-1,N63,2069-03,1
2605089,0:06,1,36,1,1,10,0,5,0,0,-1,N63,2069-03,1
2605089,0:06,2,38,0,1,10,0,2,1,F966,2071-03,N63,2069-03,1
2610001,0:04,1,54,1,1,0,0,5,0,0,-1,0,-1,3
2610001,0:04,2,59,0,1,5,0,5,1,0,-1,0,-1,3
2610001,0:04,3,29,0,0,10,0,3,0,0,-1,0,-1,3
2610002,0:06,1,38,1,1,0,0,5,0,0,-1,N64,2057-11,3
2610002,0:06,5,12,0,0,5,PII,4,0,0,-1,0,-1,3
2610002,0:06,2,45,0,1,5,0,2,0,0,-1,0,-1,3
2610002,0:06,3,25,0,0,11,PII,4,0,0,-1,0,-1,3
2610002,0:06,4,17,1,0,10,PII,4,0,0,-1,0,-1,3
2610003,0:04,3,83,1,1,0,0,5,0,0,-1,N64,2019-08,3
2610003,0:04,2,87,0,1,0,0,0,0,0,-1,N64,2019-08,3
2610003,0:04,1,40,1,0,8,0,5,0,0,-1,0,-1,3
2610004,0:03,2,72,1,1,0,0,5,0,0,-1,N08,2042-01,2
2610004,0:03,1,85,0,1,0,0,5,0,0,-1,N10,2042-01,2
2610005,0:07,3,62,1,3,0,0,5,0,0,-1,N56,2040-02,5
2610005,0:07,2,34,0,1,3,0,3,1,0,-1,0,-1,5
2610005,0:07,4,9,1,0,4,PII,4,0,0,-1,N56,2078-12,5
2610005,0:07,1,37,1,1,6,0,5,0,0,-1,N56,2066-10,5
2610007,0:05,4,7,1,0,2,PII,4,0,0,-1,0,-1,5
2610007,0:05,2,31,1,1,4,0,5,0,0,-1,N56,2066-01,5
2610007,0:05,3,12,1,0,5,PII,4,0,0,-1,0,-1,5
2610007,0:05,1,31,0,1,5,0,5,1,0,-1,0,-1,5
2610009,0:06,1,50,1,1,0,0,5,0,0,-1,N56,2047-03,5
2610009,0:06,2,52,0,1,6,0,5,0,0,-1,0,-1,5
2610009,0:06,3,23,0,0,10,0,5,0,0,-1,0,-1,5
2610010,0:06,4,75,0,3,0,0,0,0,0,-1,0,-1,5
2610010,0:06,2,26,0,1,7,0,3,0,0,-1,0,-1,5
2610010,0:06,1,26,1,1,12,0,5,0,0,-1,N78,2073-02,5
2610010,0:06,3,5,1,0,NS,PII,4,0,0,-1,0,-1,5
2610011,0:07,1,74,1,1,0,0,5,0,0,-1,N65,2032-02,2
2610011,0:07,2,79,0,1,0,0,0,0,0,-1,N65,2032-02,2
2610011,0:07,4,47,1,1,5,0,5,0,0,-1,N08,2049-03,2
2610011,0:07,3,50,0,1,8,0,5,0,0,-1,N65,2032-02,2
2610011,0:07,7,21,1,1,12,0,6,0,0,-1,N78,2075-05,2
2610011,0:07,5,28,0,0,12,0,5,1,0,-1,0,-1,2
2610011,0:07,6,26,0,1,10,0,5,1,0,-1,0,-1,2
2610012,0:08,1,42,1,1,3,0,5,0,0,-1,0,-1,5
2610012,0:08,3,18,0,0,6,0,3,0,0,-1,N78,2071-12,5
2610012,0:08,2,46,0,1,6,0,3,1,0,-1,N78,2071-12,5
2610013,0:07,5,3,0,0,0,0,0,0,0,-1,0,-1,5
