HHID,IWTime,SN,Age,Gender,M_Status,Class,S_Name,Occupation,livedOutside,Address,WhenMove,BirthPlace,MoveHereYear,Caste
2304174,0:12,2,48,1,1,10,0,6,0,0,-1,N68,2050-08,1
2304174,0:12,4,24,1,1,14,PII,4,0,0,-1,N71,2077-10,1
2304174,0:12,3,27,0,1,14,0,2,0,0,-1,0,-1,1
2304175,0:06,2,46,1,1,0,0,5,1,0,-1,0,-1,3
2304175,0:06,1,46,0,1,7,0,5,1,0,-1,N68,2054-10,3
2304175,0:06,5,23,0,0,12,0,2,1,F973,2075-06,0,-1,3
2304175,0:06,3,25,1,1,12,0,5,0,0,-1,0,-1,3
2304175,0:06,4,3,0,0,NS,PII,4,0,0,-1,0,-1,3
2304176,0:06,1,50,1,3,0,0,1,1,0,-1,F091,2066-01,1
2304176,0:06,5,26,0,0,12,0,2,1,0,-1,F091,2066-01,1
2304176,0:06,3,28,1,1,12,0,1,0,0,-1,N91,2071-10,1
2304176,0:06,4,4,1,0,PG,PII,4,0,0,-1,0,-1,1
2304176,0:06,2,34,0,1,10,0,2,1,F965,2068-01,F091,2066-01,1
2304177,0:10,1,46,1,1,8,0,5,0,0,-1,N56,2049-01,1
2304177,0:10,4,24,1,0,12,PII,4,0,N01,2076-01,0,-1,1
2304177,0:10,3,29,0,0,12,PII,4,1,N01,2075-07,0,-1,1
2304177,0:10,2,50,0,1,10,0,2,1,F971,2068-05,F091,2030,1
2309002,0:05,2,40,1,1,3,0,5,0,0,-1,N56,2065-05,3
2309002,0:05,1,46,0,1,4,0,1,0,0,-1,N37,2065-05,3
2309002,0:05,6,15,1,0,9,PII,4,0,0,-1,N56,2065-05,3
2309002,0:05,5,18,0,0,12,0,5,0,0,-1,N56,2065-05,3
2309002,0:05,4,20,1,0,12,0,5,0,0,-1,N56,2065-05,3
2309002,0:05,3,22,1,0,12,0,5,0,0,-1,N56,2065-05,3
2309004,0:07,4,21,1,0,12,PII,4,0,0,-1,0,-1,1
2309004,0:07,3,23,0,0,12,PII,4,0,0,-1,0,-1,1
2309004,0:07,2,54,0,1,12,0,5,0,0,-1,0,-1,1
2309004,0:07,1,48,1,1,10,0,5,1,0,-1,F091,2052-08,1
2309014,0:05,4,12,1,0,7,PII,4,0,0,-1,0,-1,1
2309014,0:05,3,20,0,0,12,0,0,0,0,-1,0,-1,1
2309014,0:05,1,38,1,1,14,0,1,0,0,-1,N56,2058-11,1
2309014,0:05,2,42,0,1,14,0,2,0,0,-1,0,-1,1
2309016,0:05,2,40,1,1,10,0,5,0,0,-1,N56,2054-07,1
2309016,0:05,1,46,0,1,10,0,1,0,0,-1,0,-1,1
2309016,0:05,4,19,0,0,12,PII,4,0,0,-1,0,-1,1
2309016,0:05,3,21,0,0,12,PII,4,0,0,-1,0,-1,1
2309021,0:03,4,13,0,0,7,PII,4,0,0,-1,0,-1,1
2309021,0:03,3,15,1,0,9,PII,4,0,0,-1,0,-1,1
2309021,0:03,1,40,1,1,10,0,1,0,0,-1,N56,2060-03,1
2309021,0:03,2,42,0,1,10,0,5,1,0,-1,0,-1,1
2309022,0:04,1,35,1,1,9,0,1,0,0,-1,N56,2061-06,1
2309022,0:04,3,17,0,0,11,PII,4,0,0,-1,0,-1,1
2309022,0:04,2,42,0,1,10,0,0,1,0,-1,0,-1,1
2309029,0:06,5,90,0,3,0,0,0,0,0,-1,N68,2070-01,1
2309029,0:06,1,45,1,1,5,0,5,0,0,-1,N68,2070-01,1
2309029,0:06,2,50,0,1,9,0,5,1,0,-1,N68,2070-01,1
2309029,0:06,3,18,0,0,10,PII,4,0,0,-1,N68,2070-01,1
2309029,0:06,4,21,0,0,12,PII,4,0,0,-1,N68,2070-01,1
2309030,0:05,1,68,0,3,8,0,5,0,0,-1,N64,2018,1
2309030,0:05,2,36,0,1,10,0,5,1,0,-1,0,-1,1
2309030,0:05,3,25,1,1,12,0,2,0,0,-1,0,-1,1
2309030,0:05,4,5,1,0,KG,PII,4,0,0,-1,0,-1,1
2309032,0:07,1,68,1,3,0,0,6,0,0,-1,N67,2017-11,1
2309032,0:07,4,21,0,0,12,PII,4,0,0,-1,0,-1,1
2309032,0:07,5,14,0,0,7,PII,4,0,0,-1,0,-1,1
2309032,0:07,2,42,0,1,10,0,2,1,F974,2076-06,0,-1,1
2309032,0:07,3,42,1,1,10,0,5,0,0,-1,N56,2057-11,1
2309033,0:05,1,52,0,1,9,0,5,0,0,-1,0,-1,1
2309033,0:05,2,52,1,1,9,0,5,0,0,-1,N56,2042-01,1
2309033,0:05,4,27,1,1,12,0,2,0,0,-1,N56,2078-06,1
2309033,0:05,3,29,0,1,12,0,1,0,0,-1,0,-1,1
2309036,0:08,4,27,1,1,12,0,2,1,F061,2074-08,N56,2073-10,1
2309036,0:08,1,54,1,1,5,0,5,0,0,-1,N61,2038-02,1
2309036,0:08,2,59,0,1,10,0,5,0,0,-1,N67,2021-01,1
2309036,0:08,5,33,0,0,16,0,0,0,0,-1,0,-1,1
2309036,0:08,3,36,0,1,14,0,2,1,F061,2073-11,0,-1,1
2309037,0:05,2,50,1,1,10,0,5,0,0,-1,N56,2043-11,1
2309037,0:05,1,56,0,1,10,0,5,1,0,-1,0,-1,1
2309039,0:05,4,14,0,0,8,PII,4,0,0,-1,0,-1,2
2309039,0:05,2,43,1,1,12,0,1,0,0,-1,N64,2060-12,2
2309039,0:05,3,17,1,0,10,PII,4,0,0,-1,0,-1,2
2309039,0:05,1,48,0,1,10,0,5,1,0,-1,N10,2060-12,2
2309041,0:07,5,83,0,1,0,0,0,0,0,-1,N67,2020-06,1
2309041,0:07,6,83,1,1,0,0,0,0,0,-1,N67,2020-06,1
2309041,0:07,4,16,0,0,9,PII,4,0,0,-1,0,-1,1
2309041,0:07,3,20,1,0,12,PII,4,0,0,-1,0,-1,1
2309041,0:07,1,40,1,1,12,0,5,0,0,-1,N64,2056-10,1
2309041,0:07,2,44,0,1,14,0,1,0,0,-1,0,-1,1
2309042,0:12,5,21,1,0,12,PII,4,1,F061,2079-01,0,-1,1
2309042,0:12,4,27,0,0,12,0,0,0,0,-1,0,-1,1
2309042,0:12,2,57,0,1,16,0,5,0,0,-1,N79,2030-03,1
2309042,0:12,3,30,0,0,16,0,2,0,N01,2078-09,0,-1,1
2309042,0:12,1,56,1,1,10,0,5,0,0,-1,N67,2043-03,1
2309045,0:04,1,58,1,1,0,0,5,0,0,-1,N79,2072-01,1
2309045,0:04,4,10,1,0,4,PII,4,0,0,-1,N79,2072-01,1
2309045,0:04,3,34,1,1,11,0,5,0,0,-1,N79,2072-01,1
2309045,0:04,2,35,0,1,10,0,3,1,0,-1,N79,2072-01,1
2309045,0:04,5,5,0,0,NS,PII,4,0,0,-1,0,-1,1
2309053,0:10,1,35,1,1,0,0,5,0,0,-1,N57,2066-11,2
2309053,0:10,5,69,1,3,0,0,0,0,0,-1,N79,2036-10,2
2309053,0:10,4,9,0,0,3,PII,4,0,0,-1,0,-1,2
2309053,0:10,3,11,1,0,6,PII,4,0,0,-1,0,-1,2
2309053,0:10,6,15,0,0,6,PII,4,0,0,-1,N56,2077-01,3
2309053,0:10,2,40,0,1,8,0,2,0,0,-1,0,-1,2
2309054,0:07,1,55,0,3,0,0,3,0,0,-1,0,-1,5
2309054,0:07,4,12,1,0,6,PII,4,0,0,-1,0,-1,5
2309054,0:07,3,24,0,1,8,0,3,0,0,-1,0,-1,5
2309054,0:07,2,25,1,1,12,0,5,0,0,-1,N86,2076-10,5
2309055,0:10,6,13,0,0,5,PII,4,0,0,-1,0,-1,1
2309055,0:10,1,74,0,1,5,0,5,0,0,-1,N57,2036-02,1
2309055,0:10,3,29,0,1,12,0,1,1,0,-1,0,-1,1
2309055,0:10,5,18,1,0,10,PII,4,0,0,-1,0,-1,1
2309055,0:10,2,63,1,1,0,0,5,0,0,-1,N64,2036-02,1
2309055,0:10,4,25,1,1,14,0,2,0,0,-1,0,-1,1
2309056,0:08,5,79,0,3,0,0,0,0,0,-1,N62,2036-02,6
2309056,0:08,1,36,1,1,3,0,5,0,0,-1,0,-1,6
2309056,0:08,2,38,0,1,7,0,5,1,0,-1,0,-1,6
2309056,0:08,3,19,0,0,12,0,0,0,0,-1,0,-1,6
2309056,0:08,4,17,0,0,10,PII,4,0,0,-1,0,-1,6
2309057,0:07,4,13,1,0,7,PII,4,0,0,-1,0,-1,2
2309057,0:07,3,15,0,0,7,PII,4,0,0,-1,0,-1,2
2309057,0:07,1,38,1,1,14,0,2,0,0,-1,N62,2067-08,2
2309057,0:07,2,39,0,1,10,0,3,0,0,-1,0,-1,2
2309059,0:04,4,9,0,0,4,PII,4,0,0,-1,0,-1,1
2309059,0:04,3,12,1,0,6,PII,4,0,0,-1,0,-1,1
2309059,0:04,1,36,1,1,7,0,5,0,0,-1,0,-1,1
2309059,0:04,2,37,0,1,12,0,1,0,0,-1,0,-1,1
2309067,0:05,1,42,1,1,0,0,5,0,0,-1,N56,2065-07,5
2309067,0:05,2,72,0,1,0,0,1,0,0,-1,N56,2065-07,5
2309067,0:05,3,16,1,0,8,0,1,0,0,-1,N56,2078-09,5
2309068,0:04,1,55,1,1,0,0,5,0,0,-1,N56,2050-02,3
2309068,0:04,2,58,0,1,3,0,3,1,0,-1,0,-1,3
2309068,0:04,3,20,0,0,7,0,3,0,0,-1,0,-1,3
2309070,0:03,2,49,0,1,4,0,1,0,0,-1,N12,2072-09,1
2309070,0:03,1,47,1,1,5,0,5,0,0,-1,N56,2072-09,1
2309070,0:03,3,26,0,0,12,0,2,1,F971,2076-03,N56,2072-09,1
2309071,0:10,2,50,1,3,0,0,5,0,0,-1,N56,2047-01,6
2309071,0:10,5,8,0,0,2,PII,4,0,0,-1,0,-1,6
2309071,0:10,4,12,0,0,4,PII,4,0,0,-1,0,-1,6
2309071,0:10,1,24,1,1,5,0,5,0,0,-1,0,-1,6
2309071,0:10,3,14,1,0,6,PII,4,0,0,-1,0,-1,6
2309074,0:07,5,1,0,0,0,0,0,0,0,-1,0,-1,6
2309074,0:07,3,28,1,1,0,0,5,0,0,-1,N56,2073-06,6
2309074,0:07,1,71,1,3,0,0,5,0,0,-1,0,-1,6
2309074,0:07,2,31,0,1,9,0,2,0,0,-1,0,-1,6
2309074,0:07,4,4,1,0,NS,PII,4,0,0,-1,0,-1,6
2309075,0:05,3,90,1,3,0,0,0,0,0,-1,N64,2043-02,1
2309075,0:05,1,55,1,2,5,0,5,0,0,-1,N64,2043-02,1
2309075,0:05,2,32,0,0,11,0,2,1,0,-1,0,-1,1
2309079,0:08,1,55,1,1,0,0,5,0,0,-1,N56,2036-01,5
2309079,0:08,2,60,0,1,0,0,5,0,0,-1,N56,2036-01,5
2309079,0:08,6,72,0,3,0,0,0,0,0,-1,N56,2036-01,5
2309079,0:08,5,29,0,0,8,0,2,0,N78,2078-12,0,-1,5
2309079,0:08,3,38,0,1,8,0,3,1,0,-1,0,-1,5
2309079,0:08,4,31,1,1,10,0,5,0,0,-1,N56,2078-08,5
2309080,0:04,4,1,0,0,0,0,0,0,0,-1,0,-1,6
2309080,0:04,5,67,0,1,0,0,0,0,0,-1,0,-1,6
2309080,0:04,3,9,1,0,2,PII,4,0,0,-1,0,-1,6
2309080,0:04,1,30,1,1,9,0,5,0,0,-1,N56,2071-01,6
2309080,0:04,2,30,0,1,9,0,2,1,N68,2077-12,0,-1,6
2309081,0:08,2,43,1,1,4,0,5,0,0,-1,N56,2052-01,6
2309081,0:08,1,50,0,1,5,0,3,1,0,-1,0,-1,6
2309081,0:08,4,19,0,1,9,0,3,0,0,-1,0,-1,6
2309081,0:08,5,18,1,1,11,0,6,0,0,-1,N56,2078-10,6
2309081,0:08,3,22,0,0,12,0,0,0,0,-1,0,-1,6
2309082,0:06,4,8,0,0,2,PII,4,0,0,-1,0,-1,6
2309082,0:06,1,43,1,1,7,0,5,0,0,-1,N56,2054-11,6
2309082,0:06,2,43,0,1,7,0,2,1,F966,2075-10,0,-1,6
2309082,0:06,3,20,0,0,8,0,0,0,0,-1,0,-1,6
2309083,0:08,1,38,1,1,3,0,5,0,0,-1,N56,2061-08,6
2309083,0:08,5,11,1,0,6,PII,4,0,0,-1,0,-1,6
2309083,0:08,4,12,1,0,7,PII,4,0,0,-1,0,-1,6
2309083,0:08,2,40,0,1,7,0,5,0,0,-1,0,-1,6
2309083,0:08,3,15,1,0,10,PII,4,0,0,-1,0,-1,6
2309083,0:08,6,6,0,0,NS,PII,4,0,0,-1,0,-1,6
2309084,0:06,1,51,1,1,0,0,5,0,0,-1,N56,2036-01,6
2309084,0:06,2,55,0,1,0,0,3,0,0,-1,N56,2036-01,6
2309084,0:06,3,20,0,0,5,0,3,0,0,-1,0,-1,6
2309085,0:10,2,47,1,1,0,0,5,0,0,-1,N56,2036-01,6
2309085,0:10,1,57,0,1,0,0,5,0,0,-1,N56,2036-01,6
2309085,0:10,4,9,0,0,4,PII,4,0,0,-1,0,-1,6
2309085,0:10,3,24,1,1,6,0,5,0,0,-1,0,-1,6
2309086,0:06,4,8,1,0,1,PII,4,0,0,-1,N78,2072-08,1
2309086,0:06,2,49,0,1,4,0,2,0,0,-1,N64,2045-08,1
2309086,0:06,1,42,1,1,5,0,5,0,0,-1,N56,2045-08,1
2309086,0:06,3,27,1,2,14,0,2,0,0,-1,0,-1,1
2309087,0:09,3,40,1,3,0,0,2,0,0,-1,N56,2045-01,6
2309087,0:09,1,18,1,1,5,0,5,0,0,-1,N56,2078-01,6
2309087,0:09,2,23,0,1,8,0,5,0,0,-1,0,-1,6
2309087,0:09,4,26,0,0,14,0,2,0,N01,2075-01,0,-1,6
2309088,0:11,6,85,1,3,0,0,0,0,0,-1,N64,2036-01,1
2309088,0:11,5,10,0,0,3,PII,4,0,0,-1,0,-1,2
2309088,0:11,1,55,0,1,5,0,5,1,0,-1,N10,2045-10,2
2309088,0:11,2,45,1,1,8,0,1,0,0,-1,N64,2036-01,2
2309088,0:11,3,26,1,0,14,0,2,0,0,-1,0,-1,2
2309088,0:11,4,29,1,3,14,0,2,0,0,-1,0,-1,1
2309089,0:07,1,62,1,1,0,0,5,0,0,-1,N65,2033-11,6
2309089,0:07,2,64,0,1,0,0,0,0,0,-1,N65,2033-11,6
2309089,0:07,3,20,1,0,12,PII,5,0,0,-1,0,-1,5
2309092,0:04,2,50,1,1,0,0,5,0,0,-1,N56,2036-01,6
2309092,0:04,1,65,0,1,1,0,5,0,0,-1,N56,2036-01,6
2309093,0:04,2,64,1,1,0,0,1,0,0,-1,N64,2036-09,4
2309093,0:04,1,67,0,1,0,0,5,0,0,-1,N62,2036-09,4
2309094,0:10,1,63,1,3,0,0,5,0,0,-1,N10,2031,2
2309094,0:10,4,8,0,0,3,PII,4,0,0,-1,0,-1,2
2309094,0:10,5,29,1,0,6,0,2,1,F971,2076-09,0,-1,2
2309094,0:10,3,26,1,1,9,0,5,0,0,-1,0,-1,2
2309094,0:10,2,32,0,1,12,0,5,0,0,-1,0,-1,2
2309097,0:07,6,1,0,0,0,0,0,0,0,-1,0,-1,1
2309097,0:07,5,3,0,0,0,0,0,0,0,-1,0,-1,1
2309097,0:07,3,60,1,1,0,0,5,0,0,-1,N68,2066-12,1
2309097,0:07,2,65,0,1,0,0,5,0,0,-1,N68,2066-12,1
2309097,0:07,1,33,0,1,12,0,2,1,0,-1,F091,2066-12,1
2309097,0:07,4,28,1,1,10,0,6,0,0,-1,N68,2066-12,1
2309098,0:10,3,8,0,0,3,PII,4,0,0,-1,0,-1,1
2309098,0:10,2,36,0,1,12,0,3,1,0,-1,F091,2068-12,1
2309098,0:10,1,28,1,1,10,0,5,0,0,-1,N68,2070-01,1
2309098,0:10,4,4,1,0,NS,PII,4,0,0,-1,0,-1,1
2309100,0:10,1,40,1,1,3,0,1,1,0,-1,0,-1,1
2309100,0:10,4,19,0,0,12,0,0,0,0,-1,0,-1,1
2309100,0:10,3,22,0,0,12,0,1,0,0,-1,0,-1,1
2309100,0:10,2,44,0,1,10,0,2,1,F060,2061-05,N62,2061-01,1
2309101,0:07,1,44,1,1,0,0,1,0,0,-1,F091,2066-10,3
2309101,0:07,2,42,0,1,8,0,2,1,F966,2078-04,N61,2066-10,3
2309101,0:07,3,19,0,0,12,PII,4,0,0,-1,N56,2066-10,3
2309101,0:07,4,21,1,0,12,PII,4,0,0,-1,N56,2066-10,3
2309102,0:05,1,56,1,3,0,0,0,0,0,-1,0,-1,3
2309102,0:05,4,24,1,0,5,0,2,1,F968,2078-11,0,-1,3
2309102,0:05,2,21,1,0,8,0,3,0,0,-1,0,-1,3
2309102,0:05,3,18,1,0,12,0,5,0,0,-1,0,-1,3
2309127,0:06,5,99,0,3,0,0,0,0,0,-1,N64,2036-02,2
2309127,0:06,2,39,1,1,5,0,5,0,0,-1,0,-1,2
2309127,0:06,1,42,0,1,5,0,3,1,0,-1,N56,2058-04,2
2309127,0:06,3,20,0,0,12,0,3,0,0,-1,0,-1,2
2309127,0:06,4,17,0,0,10,PII,4,0,0,-1,0,-1,2
2309128,0:10,5,1,0,0,0,0,0,0,0,-1,0,-1,2
2309128,0:10,6,33,0,2,0,0,5,0,0,-1,0,-1,2
2309128,0:10,1,48,1,1,0,0,5,0,0,-1,N08,2036-10,2
2309128,0:10,8,10,0,0,2,PII,4,0,0,-1,0,-1,2
2309128,0:10,2,51,0,1,3,0,2,1,0,-1,N08,2036-10,2
2309128,0:10,7,13,0,0,5,PII,4,0,0,-1,0,-1,2
2309128,0:10,4,27,1,1,12,0,6,0,0,-1,N65,2075-11,2
2309128,0:10,3,28,0,1,12,0,5,1,0,-1,0,-1,2
2309128,0:10,9,30,0,1,12,0,2,1,F971,2078-06,0,-1,2
2309128,0:10,10,28,1,1,10,0,2,1,F971,2078-06,N56,2078-03,2
2309133,0:06,1,44,1,1,0,0,5,0,0,-1,N56,2050-11,3
2309133,0:06,2,46,0,1,4,0,3,0,0,-1,0,-1,3
2309133,0:06,4,24,0,0,12,0,5,1,0,-1,0,-1,3
2309133,0:06,3,26,0,0,12,0,2,0,0,-1,0,-1,3
2309134,0:09,7,56,1,1,0,0,5,0,0,-1,0,-1,2
2309134,0:09,5,7,1,0,2,PII,4,0,0,-1,0,-1,2
2309134,0:09,4,9,0,0,3,PII,4,0,0,-1,0,-1,2
2309134,0:09,6,65,0,1,4,0,5,0,0,-1,0,-1,2
2309134,0:09,2,36,1,1,5,0,5,0,0,-1,0,-1,2
2309134,0:09,8,28,1,0,6,0,5,0,0,-1,0,-1,2
2309134,0:09,3,14,1,0,8,PII,4,0,0,-1,0,-1,2
2309134,0:09,1,40,0,1,10,0,5,1,0,-1,N88,2056-10,2
2309139,0:05,1,45,1,1,0,0,5,0,0,-1,N56,2052-12,1
2309139,0:05,2,51,0,1,4,0,3,1,0,-1,0,-1,1
2309140,0:12,1,49,1,1,0,0,5,0,0,-1,N65,2036-03,2
2309140,0:12,2,54,0,1,0,0,5,0,0,-1,N08,2040-10,2
2309140,0:12,7,7,1,0,1,PII,4,0,0,-1,0,-1,2
2309140,0:12,5,27,0,1,2,0,0,0,0,-1,N56,2075-01,2
2309140,0:12,4,12,1,0,7,PII,4,0,0,-1,0,-1,2
2309140,0:12,3,14,1,0,7,PII,4,0,0,-1,0,-1,2
2309140,0:12,6,25,1,1,7,0,3,0,0,-1,0,-1,2
2309141,0:06,4,2,0,0,0,0,0,0,0,-1,0,-1,2
2309141,0:06,5,75,1,3,0,0,0,0,0,-1,N63,2036-01,2
2309141,0:06,2,46,0,1,5,0,3,0,0,-1,0,-1,2
2309141,0:06,1,29,1,1,8,0,5,0,0,-1,N75,2074-11,2
2309141,0:06,3,5,1,0,NS,PII,4,0,0,-1,0,-1,2
2309147,0:04,1,52,1,3,0,0,5,0,0,-1,N56,2049-08,2
2309147,0:04,2,20,1,0,12,PII,4,0,0,-1,0,-1,2
2309150,0:05,2,50,0,1,0,0,5,0,0,-1,N56,2036-03,2
2309150,0:05,1,47,1,1,2,0,2,0,0,-1,N61,2049-04,2
2309151,0:04,5,3,1,0,0,0,0,0,0,-1,0,-1,2
2309151,0:04,1,59,1,3,0,0,5,0,0,-1,0,-1,2
2309151,0:04,4,8,1,0,1,PII,4,0,0,-1,0,-1,2
2309151,0:04,3,29,1,1,5,0,6,0,0,-1,0,-1,2
2309151,0:04,2,33,0,1,10,0,3,1,0,-1,0,-1,2
2309152,0:04,1,37,1,1,5,0,5,0,0,-1,N78,2058-08,2
2309152,0:04,5,12,0,0,6,PII,4,0,0,-1,0,-1,2
2309152,0:04,2,38,0,1,6,0,1,1,0,-1,0,-1,2
2309152,0:04,4,16,1,0,9,PII,4,0,0,-1,0,-1,2
2309152,0:04,3,19,1,0,11,PII,4,0,0,-1,0,-1,2
2309154,0:05,6,2,1,0,0,0,0,0,0,-1,0,-1,2
2309154,0:05,4,53,1,1,0,0,5,0,0,-1,N56,2045-08,2
2309154,0:05,3,55,0,1,0,0,5,0,0,-1,N56,2045-08,2
2309154,0:05,5,9,1,0,2,PII,4,0,0,-1,0,-1,2
2309154,0:05,1,27,1,1,9,0,5,0,0,-1,0,-1,2
2309154,0:05,2,28,0,1,9,0,3,1,0,-1,0,-1,2
2309155,0:04,1,57,1,1,0,0,5,0,0,-1,0,-1,4
2309155,0:04,2,59,0,1,3,0,5,0,0,-1,0,-1,4
2309158,0:13,2,65,0,1,0,0,3,0,0,-1,N56,2036-04,5
2309158,0:13,1,56,1,1,2,0,5,0,0,-1,N56,2036-04,5
2309158,0:13,3,23,0,0,5,0,2,0,N01,2076-10,0,-1,5
2309158,0:13,4,16,0,0,6,0,3,0,0,-1,0,-1,5
2309158,0:13,6,12,1,0,7,PII,4,0,0,-1,0,-1,5
2309158,0:13,5,18,1,0,12,PII,4,0,0,-1,0,-1,5
2309159,0:08,8,1,1,0,0,0,0,0,0,-1,0,-1,5
2309159,0:08,4,40,1,1,0,0,5,0,0,-1,0,-1,5
2309159,0:08,1,56,1,1,0,0,5,0,0,-1,N78,2038-10,5
2309159,0:08,2,66,0,1,0,0,5,0,0,-1,N78,2038-10,5
2309159,0:08,6,20,0,1,8,0,3,0,0,-1,0,-1,5
2309159,0:08,3,42,0,1,8,0,2,1,F966,2074-11,N78,2038-10,5
2309159,0:08,7,18,1,1,9,0,6,0,0,-1,N78,2077-09,5
2309159,0:08,5,22,0,0,9,0,2,0,N71,2073-07,0,-1,5
2309160,0:06,3,9,1,0,3,PII,4,0,0,-1,0,-1,5
2309160,0:06,1,33,1,1,5,0,3,0,0,-1,N56,2069-06,5
2309160,0:06,2,33,0,1,8,0,2,1,F060,2066-02,0,-1,5
2309163,0:07,5,78,0,3,0,0,0,0,0,-1,0,-1,5
2309163,0:07,4,8,1,0,3,PII,4,0,0,-1,0,-1,5
2309163,0:07,2,35,1,1,8,0,3,0,0,-1,N56,2065-11,5
2309163,0:07,3,12,1,0,5,PII,4,0,0,-1,0,-1,5
2309163,0:07,1,39,0,1,10,0,3,1,0,-1,0,-1,5
2309165,0:05,2,39,1,1,0,0,5,0,0,-1,N56,2058-10,5
2309165,0:05,3,7,1,0,2,PII,4,0,0,-1,0,-1,5
2309165,0:05,1,44,0,1,5,0,5,1,0,-1,N56,2053-10,5
2309170,0:03,1,45,1,1,0,0,5,0,0,-1,N78,2049-06,5
2309170,0:03,2,60,0,1,0,0,5,0,0,-1,N56,2040-04,5
2309171,0:06,4,1,0,0,0,0,0,0,0,-1,0,-1,5
2309171,0:06,5,57,1,3,0,0,5,0,0,-1,N56,2036-08,5
2309171,0:06,3,6,1,0,1,PII,4,0,0,-1,0,-1,5
2309171,0:06,2,28,1,1,12,0,5,0,0,-1,0,-1,5
2309171,0:06,1,31,0,1,12,0,3,1,0,-1,0,-1,5
2309174,0:05,4,9,0,0,3,PII,4,0,0,-1,0,-1,6
2309174,0:05,2,35,0,1,3,0,5,0,0,-1,0,-1,6
2309174,0:05,3,10,0,0,4,PII,4,0,0,-1,0,-1,6
2309174,0:05,1,30,1,1,0,0,3,1,0,-1,0,-1,6
2309183,0:08,2,42,1,1,0,0,3,0,0,-1,N65,2057-08,5
2309183,0:08,4,60,1,1,0,0,5,0,0,-1,N56,2036,5
2309183,0:08,3,62,0,1,0,0,3,0,0,-1,N56,2036,5
2309183,0:08,7,7,1,0,1,PII,4,0,0,-1,0,-1,5
2309183,0:08,1,42,0,1,1,0,3,1,0,-1,0,-1,5
2309183,0:08,6,15,0,0,4,0,0,0,0,-1,0,-1,5
2309183,0:08,5,18,1,0,4,0,3,0,0,-1,0,-1,5
2309183,0:08,8,4,1,0,NS,PII,4,0,0,-1,0,-1,5
2309184,0:08,4,19,0,0,10,0,0,0,0,-1,0,-1,3
2309184,0:08,3,22,0,0,10,0,3,0,0,-1,0,-1,3
2309184,0:08,1,45,0,1,0,0,5,1,0,-1,0,-1,3
2309184,0:08,2,45,1,1,0,0,5,0,0,-1,0,-1,3
2309185,0:04,1,35,0,1,0,0,5,1,0,-1,0,-1,3
2309185,0:04,3,6,0,0,1,PII,4,0,0,-1,0,-1,3
2309185,0:04,2,26,1,1,6,0,2,1,F971,2078-03,N56,2071-12,3
2309187,0:10,3,2,1,0,0,0,0,0,0,-1,0,-1,3
2309187,0:10,5,70,0,3,0,0,0,0,0,-1,N67,2038-01,3
2309187,0:10,6,18,0,0,4,0,3,0,0,-1,0,-1,3
2309187,0:10,4,14,1,0,6,PII,4,0,0,-1,0,-1,3
2309187,0:10,1,22,1,1,8,0,5,0,0,-1,N78,2074-01,3
2309187,0:10,2,26,0,1,14,0,2,0,0,-1,0,-1,3
2309189,0:10,5,2,0,0,0,0,0,0,0,-1,0,-1,5
2309189,0:10,2,45,0,3,0,0,2,1,F966,2074-07,0,-1,5
2309189,0:10,6,17,0,0,5,0,3,0,0,-1,0,-1,5
2309189,0:10,1,20,1,0,8,0,5,0,0,-1,0,-1,5
2309189,0:10,3,22,0,1,10,0,2,1,F966,2078-07,0,-1,5
2309189,0:10,4,25,1,1,12,0,5,0,0,-1,N56,2076-01,5
2309191,0:05,1,45,1,1,5,0,5,0,0,-1,N68,2069-01,1
2309191,0:05,2,47,0,1,9,0,2,1,F091,2077-01,N68,2069-01,1
2309191,0:05,4,23,0,0,12,PII,4,0,0,-1,N68,2069-01,1
2309191,0:05,3,28,0,0,12,0,2,1,F971,2076-10,N68,2069-01,1
2309192,0:05,1,40,1,1,7,0,5,0,0,-1,N68,2062-08,1
2309192,0:05,4,14,1,0,8,PII,4,0,0,-1,0,-1,1
2309192,0:05,2,47,0,1,9,0,1,1,0,-1,N68,2062-08,1
2309192,0:05,3,24,0,0,14,PII,4,0,0,-1,N68,2062-08,1
2309196,0:07,2,58,1,1,0,0,5,0,0,-1,N61,2035-02,1
2309196,0:07,1,65,0,1,0,0,5,0,0,-1,N61,2017-03,1
2309196,0:07,5,7,1,0,1,PII,4,0,0,-1,0,-1,1
2309196,0:07,4,23,1,1,11,0,5,0,0,-1,N65,2072-10,1
2309196,0:07,3,30,0,1,12,0,2,0,N79,2078-03,0,-1,1
2309196,0:07,6,4,0,0,NS,PII,4,0,0,-1,0,-1,1
2309197,0:09,6,60,1,1,0,0,5,0,0,-1,N68,2019-03,1
2309197,0:09,9,7,0,0,1,PII,4,0,0,-1,0,-1,1
2309197,0:09,4,10,1,0,3,PII,4,0,0,-1,0,-1,1
2309197,0:09,5,80,0,1,7,0,5,0,0,-1,N68,2052-02,1
2309197,0:09,3,15,1,0,9,PII,4,0,0,-1,0,-1,1
2309197,0:09,8,27,1,1,12,0,5,0,0,-1,N67,2070-11,1
2309197,0:09,7,42,0,1,12,0,5,1,0,-1,0,-1,1
2309197,0:09,1,42,1,1,10,0,5,0,0,-1,N56,2061-03,1
2309197,0:09,2,45,0,1,10,0,1,1,0,-1,0,-1,1
